ax,ay,az,qw,qx,qy,qz,tau_x,tau_y,tau_n,vE,vN,vD,w_est_x,w_est_y,w_est_z
-0.0276128,0.0346534,-9.75762,-0.9323417,-0.011804196,-0.002387569,-0.36137787,159.996,3.41073e-06,-94.6796,0.16535078,0.18007432,0.0010171733,0.00225021,-0.00137131,0.00535267
-0.00397475,-0.0283497,-9.83033,-0.9322917,-0.011842796,-0.0023373193,-0.36150587,159.996,4.97499e-06,-94.8091,0.16539939,0.18003899,0.0010468875,0.00220219,-0.00137201,0.00548528
-0.000519758,0.00960535,-9.77043,-0.93223965,-0.011886096,-0.0022853292,-0.36163887,159.996,6.44295e-06,-94.9224,0.16545342,0.17999592,0.0010785289,0.00240437,-0.00137058,0.00568904
0.0603308,0.0619286,-9.76962,-0.932186,-0.0119314,-0.00223265,-0.361776,159.995,9.03206e-06,-95.1446,0.16550694,0.17996278,0.0011105682,0.00248913,-0.00136903,0.00583083
-0.130724,-0.0413265,-9.77079,-0.9321312,-0.011978502,-0.0021793805,-0.36191607,159.995,1.14704e-05,-95.3389,0.16555952,0.17992233,0.0011439086,0.00256539,-0.0013667,0.00598482
0.0869297,-0.00991483,-9.82323,-0.9320752,-0.012023202,-0.0021270905,-0.36205906,159.992,1.50026e-05,-95.6527,0.16560802,0.1798788,0.0011767132,0.0024643,-0.00136571,0.00611122
0.0185254,-0.0237806,-9.80245,-0.9320184,-0.012065805,-0.0020756708,-0.36220413,159.991,1.83167e-05,-95.927,0.1656592,0.17983277,0.0012088652,0.00237167,-0.00136562,0.00621969
-0.0340992,0.0189434,-9.77271,-0.93196005,-0.012111501,-0.0020231002,-0.36235303,159.989,2.20262e-05,-96.287,0.16571414,0.17978598,0.0012420767,0.00250455,-0.00136564,0.00638124
-0.00495583,0.0158793,-9.78853,-0.9289586,-0.011320296,-0.0035066286,-0.36999384,159.987,2.5507e-05,-96.6017,0.16864964,0.17703894,0.00047325564,-0.0489231,0.0403788,0.329129
0.104928,-0.015816,-9.85629,0.9993018,-0.00065801584,-0.00023636395,-0.037355892,80.0151,-0.000738604,106.521,-0.01170541,0.1564868,8.24441e-05,0.00041823,-1.84501e-06,-0.00119813
0.0625509,0.0145526,-9.88067,0.9993007,-0.0006476878,-0.00023603992,-0.037385087,80.0153,-0.000760099,106.915,-0.011762158,0.1565347,8.2340135e-05,0.000413541,-3.26473e-06,-0.00116933
0.0369313,-0.057637,-9.88983,0.99929947,-0.0006502773,-0.00023621011,-0.03741792,80.0158,-0.000776502,107.343,-0.0118290745,0.1565758,8.251592e-05,-0.000103435,-3.77365e-06,-0.00131476
-0.0144984,0.0347569,-9.78299,0.99929816,-0.0006540741,-0.00023643303,-0.037453406,80.0157,-0.000791815,107.719,-0.01190405,0.15662432,8.214357e-05,-0.000151824,-4.1846e-06,-0.00142088
-0.044376,-0.0272737,-9.73732,0.99929667,-0.00066177675,-0.00023676692,-0.037492987,80.0166,-0.000810761,108.186,-0.011991369,0.15667291,8.20375e-05,-0.000308052,-2.85854e-06,-0.00158264
-0.0241233,-0.00651759,-9.80576,0.9992951,-0.00066492707,-0.00023689902,-0.037533805,80.0168,-0.000828458,108.596,-0.012084876,0.15672101,8.199338e-05,-0.000125791,-1.63483e-06,-0.0016346
0.0263636,-0.0141931,-9.79425,0.9992935,-0.00067089265,-0.00023710888,-0.03757638,80.0178,-0.000846104,109.078,-0.012188499,0.15675831,8.264489e-05,-0.000238433,-5.84712e-07,-0.001705
0.036701,-0.0116947,-9.8241,0.9992918,-0.00067418686,-0.00023722794,-0.037622392,80.018,-0.000862565,109.501,-0.012295618,0.15681237,8.2469e-05,-0.00013144,-1.07258e-06,-0.0018425
0.00585309,0.128983,-9.8843,0.99928993,-0.00067068695,-0.00023704598,-0.037670698,80.0199,-0.000886821,110.058,-0.012387604,0.15686455,8.267974e-05,0.000140583,7.0591e-07,-0.00193342
0.0108739,0.0259717,-9.8959,0.99928796,-0.000665211,-0.000236776,-0.0377228,80.0207,-0.0009095,110.546,-0.01246826,0.15692258,8.275417e-05,0.000219723,1.11084e-06,-0.00208306
0.0230385,0.0221479,-9.80604,0.99928606,-0.00065553305,-0.000236331,-0.0377747,80.0224,-0.000930111,111.107,-0.012518756,0.15696582,8.3574036e-05,0.000387966,1.77228e-06,-0.00207917
0.0226284,0.00911956,-9.82114,0.9992841,-0.0006492591,-0.00023606503,-0.037826102,80.023,-0.000949339,111.6,-0.012561135,0.15699965,8.440292e-05,0.000251613,-1.91878e-07,-0.00205873
0.0186754,0.0550968,-9.85334,0.9992821,-0.0006473851,-0.00023602204,-0.037877806,80.0238,-0.000960675,112.118,-0.012600077,0.15703073,8.487463e-05,7.54285e-05,-2.46741e-06,-0.00206811
-0.0178913,-0.0266975,-9.7773,0.99928004,-0.00064867,-0.00023613301,-0.0379334,80.0237,-0.000971152,112.572,-0.012647018,0.15705116,8.524264e-05,-5.10568e-05,-3.95464e-06,-0.00222377
0.00506208,0.0802249,-9.80774,0.9992778,-0.00065167283,-0.00023634094,-0.03799269,80.024,-0.000975534,113.055,-0.012704812,0.15706974,8.513346e-05,-0.000119858,-5.3329e-06,-0.00237382
0.0123295,0.021953,-9.80451,0.9992755,-0.00065744633,-0.00023665812,-0.03805262,80.0235,-0.00097946,113.478,-0.01277152,0.15708362,8.492587e-05,-0.000230751,-5.48232e-06,-0.00239957
0.0211998,-0.00764663,-9.8172,0.9992731,-0.0006631731,-0.00023696403,-0.038114805,80.0237,-0.000980821,113.949,-0.012827759,0.15711132,8.40548e-05,-0.000228857,-5.16921e-06,-0.00248984
-0.0431847,0.0488992,-9.79907,0.9992708,-0.0006574939,-0.00023677596,-0.038175594,80.0231,-0.000981903,114.362,-0.012871888,0.15714796,8.292607e-05,0.00022781,-2.78623e-06,-0.00243278
-0.0331798,-0.0765215,-9.80709,0.9992685,-0.0006498783,-0.0002364451,-0.038237017,80.0227,-0.000975532,114.779,-0.012894767,0.15718822,8.21996e-05,0.000305463,-2.71347e-08,-0.00245694
0.0298744,0.0343322,-9.74919,0.9992361,-0.0007592581,5.7453008e-06,-0.039071307,80.0217,-0.000969353,115.145,-0.013147144,0.15721342,7.3831334e-06,-0.00399453,0.00982583,-0.033406
0.015129,0.00785153,-9.80469,0.9992338,-0.00075130886,6.1932687e-06,-0.03913129,80.0206,-0.000952144,115.475,-0.013153067,0.15724295,7.987979e-06,0.000318305,3.66176e-06,-0.00240142
-0.0374421,0.0545456,-9.73158,0.9992314,-0.0007545143,6.1642827e-06,-0.039191816,80.0192,-0.000935811,115.764,-0.013174499,0.1572803,8.371484e-06,-0.000128218,2.03974e-06,-0.00242168
0.0717754,0.0295184,-9.77137,0.9992292,-0.00076111715,5.990211e-06,-0.039248906,80.018,-0.000915019,116.053,-0.01320725,0.15731975,8.803045e-06,-0.000264265,1.6707e-06,-0.00228601
0.0432681,0.0680775,-9.85456,0.999227,-0.000766897,5.84017e-06,-0.0393042,80.0167,-0.000895345,116.306,-0.013244374,0.15735887,9.228389e-06,-0.000231354,1.3945e-06,-0.00221452
0.0794483,0.0021578,-9.84341,0.9992248,-0.00077301887,5.6670488e-06,-0.03935999,80.0154,-0.000870519,116.546,-0.013287645,0.15739548,9.700607e-06,-0.000245032,9.93466e-07,-0.00223377
-0.0635404,-0.0103576,-9.80047,0.99922264,-0.0007732187,5.712168e-06,-0.039414987,80.0141,-0.00084709,116.756,-0.013344108,0.1574461,9.376908e-06,-8.00172e-06,4.18889e-07,-0.00220099
0.000749589,-0.0862808,-9.82449,0.99922043,-0.0007794523,5.549722e-06,-0.039471216,80.013,-0.000821719,116.969,-0.013400336,0.15750475,9.201962e-06,-0.000249448,1.59711e-06,-0.00224801
-0.0148334,0.000530159,-9.77959,0.99921817,-0.0007822921,5.554891e-06,-0.039528206,80.0119,-0.000797799,117.157,-0.013456993,0.1575453,1.0039334e-05,-0.000113599,2.91439e-06,-0.00228175
0.0436768,0.0972337,-9.83353,0.99921584,-0.0007791319,5.756079e-06,-0.039586194,80.0116,-0.00078369,117.44,-0.013511269,0.15759103,1.02272425e-05,0.000126549,1.22796e-06,-0.00232445
0.0938407,-0.0563174,-9.74384,0.99921346,-0.0007799643,5.7845623e-06,-0.039647415,80.011,-0.000770324,117.689,-0.013554896,0.1576416,1.0248706e-05,-3.33288e-05,5.51112e-07,-0.00244836
0.0775527,-0.130764,-9.77863,0.9992109,-0.0007812139,5.7960797e-06,-0.039710898,80.011,-0.000761166,118.003,-0.01360284,0.15768181,1.0640694e-05,-5.00241e-05,4.605e-07,-0.00254394
