0,-0.00349188,49.9965,-0.000349188
0.05,-0.00384667,49.9962,-0.000384667
0.1,0.00215685,50.002,0.000214563
0.15,0.00115352,50.0006,0.000123294
0.2,-0.00227368,49.9965,-0.000197861
0.25,0.004516,50.0023,0.000508561
0.3,0.00644042,50.0029,0.000731653
0.35,0.00117484,49.9961,0.000239595
0.4,0.00992348,50.003,0.00115257
0.45,0.00383189,49.9948,0.000583768
0.5,0.0148604,50.0035,0.0017281
0.55,0.0108775,49.9969,0.00137175
0.6,0.017508,50.0007,0.0020765
0.65,0.0196412,49.9997,0.00233056
0.7,0.018668,49.9954,0.00227228
0.75,0.0211238,49.9943,0.00255457
0.8,0.0265092,49.9959,0.00312687
0.85,0.028215,49.9935,0.00332771
0.9,0.0345362,49.9956,0.00398604
0.95,0.037817,49.9945,0.00433577
1,0.0378561,49.9898,0.00435629
1.05,0.0425447,49.9897,0.00483629
1.1,0.0516523,49.9937,0.0057523
1.15,0.0571999,49.994,0.00630604
1.2,0.0557103,49.9871,0.00614942
1.25,0.0654541,49.9912,0.00710918
1.3,0.0627791,49.9828,0.0068198
1.35,0.0692247,49.9832,0.00743491
1.4,0.0751678,49.983,0.00799197
1.45,0.0787229,49.9803,0.00830216
1.5,0.0842219,49.9793,0.0087985
1.55,0.0918987,49.9803,0.00950412
1.6,0.0954316,49.9771,0.00978672
1.65,0.09712,49.9718,0.00987606
1.7,0.103711,49.9713,0.0104467
1.75,0.113479,49.9738,0.0113259
1.8,0.121366,49.9743,0.0120079
1.85,0.119045,49.9644,0.0116598
1.9,0.132473,49.9702,0.0128772
1.95,0.137806,49.9677,0.0132757
2,0.137868,49.9598,0.0131375
2.05,0.150583,49.9644,0.0142551
2.1,0.149982,49.9556,0.0140314
2.15,0.16452,49.9618,0.0153121
2.2,0.167017,49.9558,0.0153791
2.25,0.172902,49.9531,0.0157751
2.3,0.177169,49.9487,0.0159997
2.35,0.182145,49.9448,0.0162856
2.4,0.196654,49.9504,0.0175151
2.45,0.203993,49.9487,0.018018
2.5,0.208835,49.9443,0.0182617
2.55,0.20981,49.936,0.0181091
2.6,0.21811,49.9349,0.0186794
2.65,0.228183,49.9355,0.0194176
2.7,0.230682,49.9284,0.0193891
2.75,0.243328,49.9313,0.0203658
2.8,0.248843,49.927,0.0206202
2.85,0.254234,49.9225,0.0208529
2.9,0.258762,49.917,0.0209901
2.95,0.265531,49.9137,0.0213425
3,0.279666,49.9176,0.0224223
3.05,0.284764,49.9124,0.0225895
3.1,0.294167,49.9114,0.0231784
3.15,0.29668,49.9035,0.0230694
3.2,0.308203,49.9044,0.0238528
3.25,0.318828,49.9044,0.0245378
3.3,0.325638,49.9004,0.0248326
3.35,0.329478,49.8934,0.0248221
3.4,0.342116,49.8952,0.0256831
3.45,0.346593,49.8887,0.0257196
3.5,0.349915,49.8809,0.0256325
3.55,0.356675,49.8765,0.0258812
3.6,0.367841,49.8764,0.0265625
3.65,0.374452,49.8717,0.0267804
3.7,0.37956,49.8654,0.0268403
3.75,0.396954,49.8713,0.0281209
3.8,0.403103,49.8659,0.0282696
3.85,0.406058,49.8573,0.0280913
3.9,0.411934,49.8515,0.0281977
3.95,0.426028,49.8538,0.0291187
4,0.429688,49.8456,0.0289891
4.05,0.443707,49.8477,0.0298883
4.1,0.452012,49.844,0.030209
4.15,0.457144,49.8371,0.0302056
4.2,0.464348,49.8322,0.0304024
4.25,0.478204,49.8339,0.0312578
4.3,0.478975,49.8224,0.0307981
4.35,0.494631,49.8257,0.0318203
4.4,0.496759,49.8155,0.0314834
4.45,0.504887,49.8111,0.0317401
4.5,0.510089,49.8038,0.0316979
4.55,0.519078,49.8003,0.0320283
4.6,0.534981,49.8035,0.033044
4.65,0.542214,49.7981,0.0331868
4.7,0.546299,49.7894,0.0330088
4.75,0.556261,49.7865,0.0334129
4.8,0.566613,49.784,0.0338501
4.85,0.569956,49.7744,0.0335809
4.9,0.586167,49.7776,0.034593
4.95,0.591524,49.7699,0.0345142
5,0.601672,49.767,0.0349092
5.05,0.603493,49.7556,0.0344663
5.1,0.617862,49.7568,0.0352729
5.15,0.621391,49.747,0.0349904
5.2,0.632004,49.7443,0.0354113
5.25,0.643625,49.7426,0.0359282
5.3,0.646658,49.7321,0.0355814
5.35,0.655499,49.7275,0.0358105
5.4,0.672121,49.7306,0.0368131
5.45,0.673045,49.7179,0.0362413
5.5,0.687965,49.7192,0.0370645
5.55,0.690203,49.7077,0.0366151
5.6,0.707073,49.7108,0.0376245
5.65,0.712197,49.7022,0.0374549
5.7,0.721439,49.6976,0.037693
5.75,0.727357,49.6896,0.0375945
5.8,0.738156,49.6864,0.0379799
5.85,0.749963,49.6842,0.0384622
5.9,0.753307,49.6735,0.0380942
5.95,0.76798,49.6741,0.0388552
6,0.769638,49.6616,0.0383109
6.05,0.779884,49.6577,0.0386215
6.1,0.785224,49.6488,0.038438
6.15,0.794441,49.6438,0.0386386
6.2,0.803556,49.6385,0.0388253
6.25,0.814596,49.6352,0.039201
6.3,0.825372,49.6316,0.0395469
6.35,0.836415,49.6282,0.0399161
6.4,0.842355,49.6196,0.0397718
6.45,0.850881,49.6136,0.0398828
6.5,0.858803,49.6069,0.0399301
6.55,0.866395,49.5999,0.0399413
6.6,0.878231,49.597,0.0403738
6.65,0.891992,49.5961,0.0409958
6.7,0.894568,49.5839,0.0404963
6.75,0.908455,49.583,0.041125
6.8,0.915263,49.5749,0.0410429
6.85,0.92228,49.5671,0.040979
6.9,0.936404,49.5663,0.0416229
6.95,0.941215,49.5561,0.0413328
7,0.950524,49.5504,0.0414899
7.05,0.960921,49.5458,0.0417531
7.1,0.969312,49.5391,0.0418132
7.15,0.976819,49.5314,0.0417824
7.2,0.983656,49.5231,0.0416821
7.25,0.992593,49.5168,0.0417894
7.3,1.00731,49.5163,0.0424724
7.35,1.01623,49.5099,0.042573
7.4,1.01824,49.4966,0.0419811
7.45,1.02757,49.4906,0.0421175
7.5,1.04241,49.49,0.0428036
7.55,1.04732,49.4795,0.0424948
7.6,1.05812,49.4748,0.0427723
7.65,1.06952,49.4707,0.043108
7.7,1.07486,49.4605,0.0428357
7.75,1.08597,49.456,0.0431387
7.8,1.0896,49.4441,0.0426915
7.85,1.1069,49.4457,0.0436094
7.9,1.11023,49.4333,0.0431284
7.95,1.12097,49.4283,0.0433863
8,1.12796,49.4196,0.0432671
8.05,1.14036,49.4162,0.043688
8.1,1.14984,49.4098,0.0438143
8.15,1.1598,49.4039,0.043987
8.2,1.16709,49.3953,0.0438919
8.25,1.17027,49.3825,0.0433829
8.3,1.18523,49.3815,0.0440511
8.35,1.19044,49.3707,0.0437428
8.4,1.20174,49.366,0.0440411
8.45,1.21192,49.3601,0.0442267
8.5,1.22304,49.3551,0.0445041
8.55,1.22473,49.3406,0.0438373
8.6,1.23639,49.3361,0.0441662
8.65,1.24697,49.3305,0.0443857
8.7,1.25723,49.3245,0.0445723
8.75,1.26679,49.3178,0.0446871
8.8,1.27737,49.312,0.0449022
8.85,1.28341,49.3017,0.044662
8.9,1.29293,49.2949,0.0447695
8.95,1.29657,49.2821,0.0442867
9,1.31297,49.2821,0.045079
9.05,1.31837,49.271,0.0447703
9.1,1.32795,49.2641,0.0448784
9.15,1.33617,49.2558,0.0448495
9.2,1.34399,49.247,0.0447797
9.25,1.34994,49.2364,0.0445204
9.3,1.36029,49.2301,0.044701
9.35,1.37275,49.2259,0.0450923
9.4,1.387,49.2235,0.0456608
9.45,1.39169,49.2114,0.0452719
9.5,1.3959,49.1989,0.0448343
9.55,1.40814,49.1943,0.0451983
9.6,1.41622,49.1856,0.0451465
9.65,1.4309,49.1835,0.0457529
9.7,1.43408,49.1698,0.0452088
9.75,1.45045,49.1692,0.0459826
9.8,1.45929,49.1611,0.0460021
9.85,1.46842,49.1533,0.0460498
9.9,1.47098,49.1389,0.0454403
9.95,1.48209,49.133,0.0456844
10,1.49237,49.1262,0.0458453
10.05,1.49702,49.1138,0.0454421
10.1,1.51078,49.1104,0.0459497
10.15,1.5137,49.0962,0.045371
10.2,1.52989,49.0952,0.0461201
10.25,1.53489,49.0831,0.0457483
10.3,1.54832,49.0793,0.0462196
10.35,1.55605,49.0697,0.0461202
10.4,1.56804,49.0645,0.0464459
10.45,1.57195,49.0511,0.0459634
10.5,1.58427,49.0461,0.046321
10.55,1.59362,49.038,0.0463799
10.6,1.60388,49.0309,0.0465308
10.65,1.60674,49.0164,0.0459396
10.7,1.61525,49.0074,0.0459139
10.75,1.62429,48.999,0.0459401
10.8,1.63402,48.9912,0.0460358
10.85,1.64383,48.9835,0.046138
10.9,1.65628,48.9784,0.0465037
10.95,1.66121,48.9658,0.046117
11,1.67665,48.9636,0.0467804
11.05,1.68425,48.9536,0.0466595
11.1,1.69235,48.944,0.0465887
11.15,1.69682,48.9308,0.0461532
11.2,1.71003,48.9263,0.0465924
11.25,1.72225,48.9208,0.0469322
11.3,1.72402,48.9048,0.0462259
11.35,1.73701,48.9,0.0466409
11.4,1.74929,48.8945,0.0469854
11.45,1.75456,48.8819,0.0466274
11.5,1.75958,48.8691,0.0462452
11.55,1.77308,48.8647,0.04671
11.6,1.78393,48.8576,0.0469091
11.65,1.79365,48.8494,0.0469954
11.7,1.801,48.8388,0.0468432
11.75,1.80897,48.8287,0.0467538
11.8,1.81462,48.8164,0.0464314
11.85,1.82632,48.81,0.0467143
11.9,1.83295,48.7986,0.04649
11.95,1.84152,48.7891,0.0464585
12,1.85806,48.7875,0.0472247
12.05,1.85795,48.7692,0.0463245
12.1,1.86678,48.7599,0.046319
12.15,1.88452,48.7595,0.0472038
12.2,1.88819,48.7449,0.0466808
12.25,1.89646,48.7349,0.0466184
12.3,1.90417,48.7244,0.046499
12.35,1.9185,48.7204,0.0470418
12.4,1.92751,48.7111,0.0470522
12.45,1.9386,48.7039,0.0472697
12.5,1.94879,48.6957,0.0473977
12.55,1.95416,48.6827,0.0470438
12.6,1.96377,48.6739,0.0471132
12.65,1.973,48.6647,0.0471437
12.7,1.98376,48.657,0.0473282
12.75,1.98751,48.6423,0.0468112
12.8,1.99989,48.6362,0.0471563
12.85,2.00335,48.6211,0.0466098
12.9,2.02102,48.6202,0.0474836
12.95,2.02661,48.6072,0.0471494
13,2.03626,48.5983,0.0472217
13.05,2.03988,48.5833,0.0466904
13.1,2.0499,48.5747,0.0467986
13.15,2.06133,48.5675,0.047048
13.2,2.0756,48.5631,0.0475814
13.25,2.08389,48.5526,0.0475164
13.3,2.08423,48.5342,0.0466556
13.35,2.09508,48.5263,0.0468463
13.4,2.106,48.5185,0.0470442
13.45,2.1139,48.5076,0.0469396
13.5,2.12425,48.4991,0.0470795
13.55,2.13265,48.4887,0.0470249
13.6,2.14137,48.4785,0.0470016
13.65,2.15149,48.4698,0.0471179
13.7,2.15856,48.4579,0.0469303
13.75,2.17188,48.4523,0.0473666
13.8,2.1812,48.4427,0.0474035
13.85,2.18692,48.4294,0.0470797
13.9,2.19551,48.419,0.0470424
13.95,2.20477,48.4093,0.0470735
14,2.21251,48.398,0.0469515
14.05,2.22222,48.3887,0.0470267
14.1,2.23781,48.3852,0.0476887
14.15,2.24609,48.3743,0.0476212
14.2,2.25597,48.3651,0.0477123
14.25,2.26325,48.3532,0.0475444
14.3,2.26623,48.337,0.0469459
14.35,2.27942,48.3311,0.0473683
14.4,2.2911,48.3235,0.0476404
14.45,2.29269,48.3059,0.0469025
14.5,2.30241,48.2964,0.0469777
14.55,2.31469,48.2894,0.0473094
14.6,2.32084,48.2762,0.0470277
14.65,2.33152,48.2676,0.0471989
14.7,2.34618,48.2629,0.047768
14.75,2.34755,48.245,0.0470079
14.8,2.35746,48.2355,0.0471024
14.85,2.3734,48.2321,0.0477995
14.9,2.37657,48.2158,0.047219
14.95,2.38836,48.2082,0.0475006
15,2.39315,48.1935,0.0470823
15.05,2.40761,48.1885,0.0476313
15.1,2.41874,48.1801,0.047848
15.15,2.4232,48.1651,0.0473964
15.2,2.42873,48.1511,0.0470518
15.25,2.43789,48.1407,0.0470713
15.3,2.44662,48.1298,0.0470466
15.35,2.46242,48.1261,0.0477295
15.4,2.46826,48.1123,0.0474161
15.45,2.47652,48.1009,0.0473452
15.5,2.48255,48.0873,0.0470505
15.55,2.49708,48.0822,0.0476065
15.6,2.50602,48.0714,0.0476023
15.65,2.51858,48.0643,0.0479613
15.7,2.52236,48.0483,0.0474418
15.75,2.53212,48.0383,0.0475208
15.8,2.54293,48.0294,0.0477042
15.85,2.55065,48.0173,0.0475786
15.9,2.55456,48.0014,0.0470725
15.95,2.56801,47.9951,0.0475206
16,2.57828,47.9855,0.0476499
16.05,2.58287,47.9702,0.047212
16.1,2.59958,47.967,0.047985
16.15,2.60696,47.9545,0.0478258
16.2,2.6132,47.9409,0.0475524
16.25,2.62553,47.9332,0.047888
16.3,2.63524,47.923,0.0479623
16.35,2.64237,47.9102,0.0477773
16.4,2.6516,47.8994,0.0478038
16.45,2.65545,47.8833,0.0472916
16.5,2.66533,47.8731,0.0473823
16.55,2.68033,47.8681,0.0479849
16.6,2.68961,47.8573,0.048016
16.65,2.6916,47.8392,0.0473179
16.7,2.70203,47.8295,0.0474634
16.75,2.70781,47.8152,0.0471446
16.8,2.71995,47.8072,0.0474608
16.85,2.73008,47.7972,0.0475765
16.9,2.74264,47.7895,0.0479357
16.95,2.75159,47.7783,0.0479335
17,2.76096,47.7675,0.0479735
17.05,2.77052,47.7568,0.0480332
17.1,2.77498,47.741,0.0475825
17.15,2.78427,47.7301,0.0476138
17.2,2.79738,47.7229,0.0480281
17.25,2.8066,47.7118,0.0480536
17.3,2.80663,47.6915,0.0471596
17.35,2.82153,47.6861,0.0477531
17.4,2.82946,47.6737,0.0476488
17.45,2.83438,47.6582,0.0472448
17.5,2.84373,47.6472,0.0472826
17.55,2.8529,47.636,0.0473037
17.6,2.86341,47.6261,0.047458
17.65,2.87045,47.6127,0.0472651
17.7,2.878,47.5998,0.0471234
17.75,2.89573,47.597,0.0480007
17.8,2.89609,47.5769,0.0471399
17.85,2.91435,47.5747,0.0480692
17.9,2.9202,47.56,0.0477582
17.95,2.93079,47.5501,0.0479207
18,2.93389,47.5326,0.0473345
18.05,2.94062,47.5188,0.0471111
18.1,2.9572,47.5148,0.0478731
18.15,2.96058,47.4975,0.047315
18.2,2.97029,47.4866,0.0473905
18.25,2.9783,47.474,0.0472952
18.3,2.98846,47.4635,0.0474155
18.35,3.00131,47.4557,0.0478044
18.4,3.01045,47.4442,0.0478221
18.45,3.01417,47.4272,0.0472989
18.5,3.02697,47.4193,0.0476831
18.55,3.03648,47.408,0.0477382
18.6,3.04078,47.3916,0.0472723
18.65,3.04904,47.3791,0.0472033
18.7,3.05884,47.3681,0.0472873
18.75,3.06725,47.3557,0.0472333
18.8,3.07575,47.3434,0.0471875
18.85,3.08658,47.3334,0.0473753
18.9,3.10091,47.3269,0.0479126
18.95,3.10834,47.3135,0.0477603
19,3.11511,47.2993,0.0475421
19.05,3.12979,47.2931,0.048115
19.1,3.13741,47.2798,0.0479819
19.15,3.1457,47.2672,0.0479159
19.2,3.14843,47.249,0.047294
19.25,3.16461,47.2442,0.0480173
19.3,3.17166,47.2303,0.0478268
19.35,3.17576,47.2134,0.0473423
19.4,3.19122,47.2079,0.0479931
19.45,3.19513,47.1908,0.0474898
19.5,3.20084,47.1754,0.0471661
19.55,3.21042,47.164,0.047229
19.6,3.22208,47.1546,0.0475007
19.65,3.23539,47.1468,0.0479373
19.7,3.23937,47.1297,0.0474407
19.75,3.25177,47.121,0.0477863
19.8,3.26411,47.1122,0.0481261
19.85,3.26928,47.0962,0.0477484
19.9,3.27555,47.0813,0.0474814
19.95,3.28805,47.0727,0.0478375
20,3.29797,47.0614,0.0479352
20.05,3.30807,47.0503,0.048051
20.1,3.31111,47.0321,0.047461
20.15,3.32635,47.0261,0.0480914
20.2,3.33575,47.0143,0.048137
20.25,3.33961,46.9969,0.0476298
20.3,3.3443,46.9803,0.047205
20.35,3.35322,46.9679,0.0472036
20.4,3.36895,46.9623,0.047883
20.45,3.379,46.9511,0.0479944
20.5,3.38639,46.9371,0.0478396
