0,0,0,0,0,0,0,0,0,0,0,0,1.5708,0,0,1.5708,0.209795,0.208913,0.00524488,0.00522283,6.77456e-05,8.70008e-05,8.4682e-07,1.08751e-06,150,0,-0.419306,0,0,0,3.21578e-07,0,-6.67097e-23,-1.08945e-06,6.4256e-05,0.000217908,9.34521e-05,-9.57317e-05,-0.000243601,0.000380255,3.21578e-07,-1.08945e-06,4.67258e-07,2.95638e-06,1.8721e-05,1.57053,0.00660925,0.0217618,-9.80065,-9.57139e-05,-0.000243606,0.000380525,0.707201,-5.57262e-06,7.66485e-06,0.707013,-0.00187206,0.000295887,-0.0265546
0.01,2.57307e-05,-1.90692e-09,-1.28752e-06,-1.33136e-07,3.48785e-06,-4.19102e-08,1.28851e-07,8.99624e-12,-6.58322e-09,-6.80817e-10,1.7738e-08,1.5708,0,0,1.5708,0.209795,0.208913,0.0103586,0.0103151,6.77456e-05,8.70008e-05,1.68306e-06,2.16143e-06,150,0,-0.419306,2.35456,2.27665e-06,-0.00394376,3.21578e-07,0,-6.67097e-23,-1.08945e-06,6.54485e-05,0.000337267,-4.60422e-05,0.000363327,-0.000539916,9.34266e-06,9.70843e-07,-3.86515e-06,7.04295e-07,-2.44181e-06,1.50863e-05,1.57053,0.000267212,0.01196,-9.82352,0.000363345,-0.000539921,9.61201e-06,0.707201,-6.19653e-06,4.47132e-06,0.707013,0.000363327,-0.000539916,9.34266e-06
0.02,7.66149e-05,-6.39226e-09,-3.67275e-06,-3.80365e-07,1.00595e-05,-1.22997e-07,6.40969e-07,4.93449e-11,-3.16702e-08,-3.28026e-09,8.60662e-08,1.5708,0,0,1.5708,0.209795,0.208913,0.0153445,0.01528,6.77456e-05,8.70008e-05,2.50884e-06,3.22192e-06,150,0,-0.419306,4.67787,8.98961e-06,-0.0078934,3.21578e-07,0,-6.67097e-23,-1.08945e-06,0.00031164,0.000345449,-0.000187886,-0.000805101,0.000439488,-0.000604372,2.85718e-06,-7.27823e-06,-4.65387e-07,1.95091e-06,2.31385e-05,1.57052,0.0248463,0.00079903,-9.82435,-0.000805083,0.000439483,-0.000604102,0.707203,-7.48974e-06,8.87146e-06,0.707011,-0.000805101,0.000439488,-0.000604372
0.03,0.000152108,-1.4201e-08,-6.9746e-06,-7.21419e-07,1.93235e-05,-2.40456e-07,1.78516e-06,1.50513e-10,-8.53262e-08,-8.83893e-09,2.33857e-07,1.5708,0,0,1.5708,0.209795,0.208913,0.0202058,0.0201209,6.77456e-05,8.70008e-05,3.3243e-06,4.26915e-06,150,0,-0.419306,6.97247,1.99734e-05,-0.0118594,3.21578e-07,0,-6.67097e-23,-1.08945e-06,0.000269647,0.000379253,-0.000202855,-8.67235e-05,0.000405595,8.03382e-05,5.76455e-06,-1.0901e-05,-2.41914e-06,6.00662e-06,2.40068e-05,1.57053,-0.00396387,0.00332152,-9.81233,-8.67057e-05,0.00040559,8.06075e-05,0.707202,-6.36259e-06,1.06122e-05,0.707011,-8.67235e-05,0.000405595,8.03382e-05
0.04,0.000251696,-2.61186e-08,-1.10214e-05,-1.13551e-06,3.09028e-05,-3.9149e-07,3.80495e-06,3.49652e-10,-1.75853e-07,-1.81915e-08,4.86138e-07,1.5708,0,0,1.5708,0.209795,0.208913,0.0249455,0.0248407,6.77456e-05,8.70008e-05,4.12956e-06,5.3033e-06,150,0,-0.419306,9.2405,3.50742e-05,-0.0158504,3.21578e-07,0,-6.67097e-23,-1.08945e-06,0.000153824,0.000563406,-0.000301072,-0.00083923,0.000857375,0.00119747,7.88307e-06,-1.56137e-05,-4.93878e-06,1.45782e-05,3.24014e-05,1.57054,-0.011265,0.0182728,-9.82082,-0.000839212,0.00085737,0.00119774,0.707198,-6.29932e-06,1.66106e-05,0.707015,-0.00083923,0.000857375,0.00119747
0.05,0.000374889,-4.29404e-08,-1.56516e-05,-1.602e-06,4.44362e-05,-5.7338e-07,6.93881e-06,6.91842e-10,-3.09884e-07,-3.1965e-08,8.64246e-07,1.5708,0,0,1.5708,0.209795,0.208913,0.0295668,0.0294425,6.77456e-05,8.70008e-05,4.92476e-06,6.32452e-06,150,0,-0.419306,11.4838,5.41478e-05,-0.0198733,3.21578e-07,0,-6.67097e-23,-1.08945e-06,0.000199914,0.000572514,-0.000127646,0.000131147,-9.12697e-05,0.000673457,9.65314e-06,-2.12929e-05,-7.08235e-06,1.36658e-05,3.10897e-05,1.57054,0.00491366,0.00077681,-9.79421,0.000131165,-9.12751e-05,0.000673726,0.707196,-6.15828e-06,1.58242e-05,0.707018,0.000131147,-9.12697e-05,0.000673457
0.06,0.00052122,-6.54444e-08,-2.0714e-05,-2.10093e-06,5.958e-05,-7.83553e-07,1.14205e-05,1.23007e-09,-4.92492e-07,-5.0583e-08,1.38599e-06,1.5708,0,0,1.5708,0.209795,0.208913,0.0340725,0.0339293,6.77456e-05,8.70008e-05,5.71002e-06,7.33297e-06,150,0,-0.419306,13.7039,7.70581e-05,-0.0239333,3.21578e-07,0,-6.67097e-23,-1.08945e-06,0.000164142,0.000413519,-0.000347676,-0.000702731,-0.000272734,-0.000811489,1.14746e-05,-2.62226e-05,-9.45896e-06,1.09367e-05,3.81163e-05,1.57054,-0.00320287,-0.016007,-9.83292,-0.000702713,-0.000272739,-0.00081122,0.707199,-9.6072e-06,1.73441e-05,0.707015,-0.000702731,-0.000272734,-0.000811489
0.07,0.000690242,-9.4367e-08,-2.60683e-05,-2.61362e-06,7.60084e-05,-1.01964e-06,1.74791e-05,2.02491e-09,-7.27291e-07,-7.42753e-08,2.06583e-06,1.5708,0,0,1.5708,0.209795,0.208913,0.0384655,0.0383039,6.77456e-05,8.70008e-05,6.48547e-06,8.32882e-06,150,0,-0.419306,15.9019,0.000103676,-0.0280343,3.21578e-07,0,-6.67097e-23,-1.08945e-06,0.000357346,0.000257232,-0.000402489,0.00044815,-0.000261344,0.0005549,1.40828e-05,-2.95757e-05,-1.32098e-05,8.32436e-06,3.36341e-05,1.57054,0.0196503,-0.0157103,-9.81747,0.000448167,-0.00026135,0.00055517,0.707197,-8.94646e-06,1.48357e-05,0.707017,0.00044815,-0.000261344,0.0005549
0.08,0.000881525,-1.30384e-07,-3.15853e-05,-3.12299e-06,9.34152e-05,-1.2795e-06,2.53393e-05,3.14405e-09,-1.01655e-06,-1.03093e-07,2.91507e-06,1.5708,0,0,1.5708,0.209795,0.208913,0.0427488,0.0425691,6.77456e-05,8.70008e-05,7.25122e-06,9.31222e-06,150,0,-0.419306,18.0791,0.000133877,-0.0321793,3.21578e-07,0,-6.67097e-23,-1.08945e-06,0.000620057,0.000335431,-0.000252132,0.00219523,0.000364851,-0.00115879,1.89705e-05,-3.25378e-05,-1.6483e-05,1.19786e-05,1.16828e-05,1.57053,0.026387,0.00770203,-9.79738,0.00219525,0.000364846,-0.00115852,0.707201,1.05696e-07,8.36554e-06,0.707013,0.00219523,0.000364851,-0.00115879
0.09,0.00109466,-1.74093e-07,-3.71467e-05,-3.61395e-06,0.000111514,-1.5613e-06,3.52218e-05,4.66157e-09,-1.3613e-06,-1.36925e-07,3.94203e-06,1.5708,0,0,1.5708,0.209795,0.208913,0.0469249,0.0467277,6.77456e-05,8.70008e-05,8.0074e-06,1.02833e-05,150,0,-0.419306,20.236,0.000167542,-0.0363698,3.21578e-07,0,-6.67097e-23,-1.08945e-06,0.000825648,7.39431e-05,-0.000210098,0.000263298,0.000775606,0.00149412,2.61995e-05,-3.45828e-05,-1.87942e-05,1.97353e-05,9.05181e-06,1.57055,0.0206475,-0.0263413,-9.80774,0.000263315,0.000775601,0.00149439,0.707196,3.77847e-06,1.01773e-05,0.707018,0.000263298,0.000775606,0.00149412
0.1,0.00132923,-2.26006e-07,-4.26458e-05,-4.07362e-06,0.000130038,-1.86348e-06,4.7343e-05,6.65712e-09,-1.76144e-06,-1.75521e-07,5.15231e-06,1.5708,0,0,1.5708,0.20807,0.210633,0.0509536,0.0508253,5.25992e-05,6.70616e-05,8.5648e-06,1.09931e-05,150,0,1.14632,22.3735,0.000204555,-0.0406066,3.21578e-07,0,-6.67097e-23,-1.08945e-06,0.00108457,5.96069e-05,-0.000259105,-0.000406106,-0.000330262,-0.000824453,3.57507e-05,-3.52482e-05,-2.11403e-05,1.64317e-05,1.3112e-05,1.57054,0.0260208,-0.0015956,-9.81678,-0.000406088,-0.000330268,-0.000824184,0.707199,1.17503e-06,1.04451e-05,0.707015,-0.000406106,-0.000330262,-0.000824453
0.11,0.00158486,-2.77855e-07,-4.79869e-05,-3.88758e-06,0.000148744,-1.99469e-06,6.19154e-05,9.17406e-09,-2.21589e-06,-2.15426e-07,6.5489e-06,1.5708,0,0,1.5708,0.20807,0.210633,0.0548815,0.0548205,5.25992e-05,6.70616e-05,9.11523e-06,1.16939e-05,150,0,1.14632,24.4918,0.000239462,-0.0269991,3.21578e-07,0,-6.67097e-23,-1.08945e-06,0.00154376,0.000246159,-9.84351e-05,-6.51609e-05,0.000191365,-0.000101608,4.88928e-05,-3.67736e-05,-2.29282e-05,1.83452e-05,1.37641e-05,1.57054,0.046054,0.0184751,-9.79614,-6.51431e-05,0.00019136,-0.000101338,0.707199,1.62111e-06,1.13521e-05,0.707015,-6.51609e-05,0.000191365,-0.000101608
0.12,0.00186117,-3.26746e-07,-5.30852e-05,-3.13047e-06,0.000167405,-1.96519e-06,7.91476e-05,1.21978e-08,-2.72262e-06,-2.50546e-07,8.13248e-06,1.5708,0,0,1.5708,0.20807,0.210633,0.0587112,0.0587159,5.25992e-05,6.70616e-05,9.65878e-06,1.2386e-05,150,0,1.14632,26.5914,0.000276651,-0.013297,3.21578e-07,0,-6.67097e-23,-1.08945e-06,0.00165715,0.000400563,-0.00023974,0.000199145,0.00104053,5.82739e-05,6.48981e-05,-4.00031e-05,-2.46192e-05,2.8751e-05,1.17754e-05,1.57054,0.0114542,0.0151586,-9.82574,0.000199163,0.00104053,5.85433e-05,0.707199,6.00365e-06,1.43275e-05,0.707015,0.000199145,0.00104053,5.82739e-05
0.13,0.00215777,-3.69355e-07,-5.78669e-05,-1.88689e-06,0.000185818,-1.78641e-06,9.92445e-05,1.56827e-08,-3.27887e-06,-2.75586e-07,9.90157e-06,1.5708,0,0,1.5708,0.20807,0.210633,0.0624452,0.0625138,5.25992e-05,6.70616e-05,1.01955e-05,1.30694e-05,150,0,1.14632,28.6725,0.000316041,0.000504732,3.21578e-07,0,-6.67097e-23,-1.08945e-06,0.00189728,0.000208834,-0.000414801,-0.000322535,0.000587723,-0.000281522,8.2671e-05,-4.30456e-05,-2.7892e-05,3.46274e-05,1.50023e-05,1.57053,0.0241603,-0.019513,-9.82981,-0.000322518,0.000587718,-0.000281253,0.7072,6.94083e-06,1.75458e-05,0.707014,-0.000322535,0.000587723,-0.000281522
