0,0,0,0,0,0,0,0,0,0,0,1.5708,0.0209026,0.0235622
0.0108763,-0.0149475,0.000955582,0.0210638,0.00892708,0.00795569,0,0,0,0.000277688,-0.000380501,1.57082,0.0400626,0.0478199
0.0216299,-0.0282896,0.00257002,0.0236917,0.0210649,0.0224262,0,0,0,0.00108897,-0.00146796,1.5709,0.0575801,0.0726638
0.0331558,-0.0401113,0.00547078,0.00824828,0.04162,0.0427089,0,0,0,0.00245455,-0.00318456,1.5711,0.0735746,0.09802
0.0456522,-0.0504519,0.0097894,-0.0253483,0.0721814,0.068044,0,0,0,0.00441933,-0.00545609,1.57146,0.088135,0.123795
0.0590182,-0.0593085,0.0154324,-0.0775211,0.11274,0.0975727,0,0,0,0.00702874,-0.00820988,1.57207,0.101349,0.149904
0.0730328,-0.0666502,0.022198,-0.148809,0.16259,0.130303,0,0,0,0.0103189,-0.0113733,1.57298,0.113305,0.176277
0.0874337,-0.0724314,0.0298243,-0.239712,0.220735,0.165158,0,0,0,0.014313,-0.0148726,1.57424,0.124104,0.202867
0.101955,-0.0766043,0.0380082,-0.350613,0.286065,0.201095,0,0,0,0.0190203,-0.0186331,1.57587,0.1338,0.229588
0.116342,-0.0791287,0.046412,-0.481727,0.357439,0.237214,0,0,0,0.0244369,-0.0225783,1.5779,0.142479,0.256396
0.130366,-0.0799789,0.0546656,-0.633063,0.433726,0.272842,0,0,0,0.030547,-0.026631,1.58032,0.150206,0.283235
0.143823,-0.0791451,0.0623693,-0.804359,0.513817,0.307544,0,0,0,0.0373242,-0.0307132,1.58311,0.157043,0.310054
0.156543,-0.0766308,0.0690971,-0.995044,0.596632,0.341095,0,0,0,0.0447341,-0.0347463,1.58624,0.16306,0.336819
0.168388,-0.0724454,0.0744023,-1.20421,0.681112,0.373439,0,0,0,0.0527359,-0.0386507,1.58965,0.168307,0.363481
0.179253,-0.066594,0.0778254,-1.43065,0.766187,0.404631,0,0,0,0.0612847,-0.0423453,1.59326,0.172835,0.39
0.189061,-0.0590657,0.0789017,-1.67284,0.850746,0.434799,0,0,0,0.0703331,-0.0457452,1.59698,0.176701,0.41635
0.197755,-0.0498216,0.077171,-1.92909,0.933581,0.46411,0,0,0,0.0798331,-0.0487604,1.60068,0.17996,0.442508
0.205284,-0.0387848,0.0721856,-2.19753,1.01332,0.492743,0,0,0,0.0897361,-0.0512923,1.60424,0.182641,0.468428
0.21159,-0.0258326,0.0635185,-2.47625,1.08836,0.520865,0,0,0,0.0999935,-0.0532312,1.60748,0.184791,0.494091
0.216584,-0.0107936,0.0507688,-2.76332,1.1568,0.548602,0,0,0,0.110554,-0.0544523,1.61025,0.186462,0.519487
0.220121,0.00655163,0.0335663,-3.05688,1.21634,0.576014,0,0,0,0.121363,-0.0548131,1.61235,0.187674,0.544579
0.221969,0.0264622,0.0115714,-3.35514,1.26423,0.603059,0,0,0,0.132355,-0.05415,1.6136,0.188465,0.56935
0.221779,0.0492232,-0.0155258,-3.65639,1.29724,0.629565,0,0,0,0.143448,-0.0522765,1.61378,0.188874,0.593791
0.219051,0.0751234,-0.0480102,-3.95892,1.31158,0.655191,0,0,0,0.154535,-0.048982,1.61269,0.18893,0.617886
0.213098,0.104427,-0.0861472,-4.26094,1.30291,0.67939,0,0,0,0.165473,-0.0440329,1.61012,0.188665,0.641628
0.203024,0.137334,-0.130187,-4.5604,1.26635,0.701377,0,0,0,0.176069,-0.0371752,1.60583,0.188102,0.664999
0.187698,0.173938,-0.180368,-4.85476,1.19651,0.720083,0,0,0,0.186064,-0.0281401,1.59962,0.187265,0.68799
0.165754,0.214166,-0.236903,-5.14059,1.08754,0.734117,0,0,0,0.195118,-0.0166539,1.59124,0.186176,0.71059
0.135606,0.25772,-0.299969,-5.41324,0.933308,0.741706,0,0,0,0.202792,-0.00245146,1.58044,0.18486,0.732795
0.0954968,0.303992,-0.369655,-5.66619,0.727495,0.74062,0,0,0,0.208531,0.0147031,1.56695,0.18334,0.754603
0.0435943,0.351982,-0.445905,-5.89043,0.463878,0.728048,0,0,0,0.21165,0.0349891,1.55046,0.181636,0.77601
-0.0218563,0.400185,-0.528415,-6.07359,0.136651,0.700417,0,0,0,0.211324,0.0584916,1.5306,0.179767,0.797015
-0.10229,0.446487,-0.616495,-6.1988,-0.259076,0.65306,0,0,0,0.206586,0.0851523,1.50696,0.177745,0.817609
-0.198471,0.488041,-0.708903,-6.24322,-0.726587,0.57962,0,0,0,0.196344,0.114707,1.47906,0.175594,0.837801
-0.309992,0.521183,-0.803648,-6.17587,-1.26658,0.470764,0,0,0,0.179427,0.146612,1.44637,0.173321,0.857581
-0.434612,0.541451,-0.897793,-5.9539,-1.87583,0.311042,0,0,0,0.154666,0.179962,1.40836,0.17094,0.876951
-0.567416,0.543868,-0.987323,-5.5139,-2.54565,0.0691831,0,0,0,0.121057,0.213421,1.36456,0.168454,0.895899
-0.699843,0.523513,-1.06718,-4.77244,-3.26016,-0.302157,0,0,0,0.0780077,0.245212,1.31479,0.165895,0.914448
-0.82016,0.472678,-1.13189,-3.78406,-3.98505,-0.656591,0,0,0,0.0256717,0.273103,1.25928,0.163261,0.932588
-0.915852,0.384607,-1.17624,-2.54477,-4.66069,-0.886401,0,0,0,-0.0347802,0.294455,1.199,0.160564,0.950322
-0.974278,0.25841,-1.19654,-0.951747,-5.21503,-1.02871,0,0,0,-0.100978,0.306634,1.13582,0.157821,0.96766
-0.983881,0.098546,-1.19327,1.03769,-5.56087,-1.1051,0,0,0,-0.169399,0.307544,1.07238,0.155031,0.984595
-0.938148,-0.0858122,-1.174,3.38043,-5.59595,-1.12068,0,0,0,-0.235829,0.296014,1.01157,0.152214,1.00115
-0.839565,-0.283427,-1.15349,5.92269,-5.22222,-1.08332,0,0,0,-0.296212,0.271838,0.955684,0.149363,1.0173
-0.699162,-0.486127,-1.14727,8.38384,-4.38675,-1.01522,0,0,0,-0.347448,0.235406,0.905721,0.146494,1.03307
-0.529107,-0.692636,-1.15799,10.4063,-3.13262,-0.955679,0,0,0,-0.387596,0.1872,0.86163,0.143613,1.04846
-0.332399,-0.905312,-1.16338,11.6943,-1.61391,-0.94533,0,0,0,-0.415351,0.127697,0.823307,0.140727,1.06348
-0.0995477,-1.12049,-1.12124,12.1545,-0.0326323,-0.994778,0,0,0,-0.429347,0.0579234,0.791658,0.137833,1.07813
0.18311,-1.32245,-0.992457,11.9049,1.46125,-1.07185,0,0,0,-0.428007,-0.0198873,0.76875,0.134948,1.09241
0.520225,-1.48765,-0.761715,11.1604,2.81395,-1.13015,0,0,0,-0.410014,-0.102297,0.757076,0.132071,1.10634
0.899441,-1.5943,-0.439972,10.1076,4.03623,-1.14015,0,0,0,-0.374984,-0.185403,0.758749,0.129202,1.11991
1.29291,-1.62975,-0.0539687,8.85426,5.15385,-1.09143,0,0,0,-0.323952,-0.265768,0.775228,0.126343,1.13313
1.66584,-1.59336,0.36486,7.44727,6.18559,-0.983313,0,0,0,-0.259575,-0.341059,0.807486,0.123506,1.14601
1.98704,-1.49611,0.786801,5.91294,7.14757,-0.818028,0,0,0,-0.185994,-0.410307,0.856261,0.120693,1.15855
2.23729,-1.358,1.18643,4.28505,8.06403,-0.595439,0,0,0,-0.108356,-0.473854,0.922122,0.117905,1.17076
2.41346,-1.20419,1.54337,2.6153,8.97177,-0.303094,0,0,0,-0.0320215,-0.533085,1.0053,0.11515,1.18266
2.5279,-1.06135,1.84234,0.963264,9.91561,0.114568,0,0,0,0.0383267,-0.590029,1.10545,0.112425,1.19424
2.60559,-0.950416,2.07435,-0.492206,10.9374,0.614185,0,0,0,0.0994404,-0.646953,1.22146,0.109737,1.20552
2.68785,-0.865455,2.24282,-1.52157,12.0547,0.922482,0,0,0,0.150046,-0.705476,1.35185,0.107075,1.21648
2.82139,-0.792879,2.36203,-2.25621,13.2494,1.10218,0,0,0,0.190982,-0.765934,1.49565,0.104459,1.22715
3.04084,-0.726576,2.4546,-2.77734,14.4831,1.22963,0,0,0,0.224475,-0.827986,1.65316,0.101875,1.23753
3.35961,-0.663348,2.55208,-3.13131,15.7088,1.33223,0,0,0,0.252451,-0.891337,1.82689,0.0993237,1.24762
3.76222,-0.603164,2.68838,-3.35688,16.8884,1.41437,0,0,0,0.273859,-0.956008,2.02284,0.0968141,1.25743
4.2047,-0.551093,2.888,-3.44784,18.0053,1.46156,0,0,0,0.281346,-1.02205,2.25213,0.0943441,1.26696
4.62635,-0.518252,3.15499,-3.30346,19.0601,1.43656,0,0,0,0.257971,-1.08836,2.53285,0.0919233,1.27624
4.96635,-0.520671,3.46844,-2.68789,20.0417,1.26358,0,0,0,0.175641,-1.15,2.89109,0.089544,1.28525
5.17438,-0.572584,3.78522,-1.23195,20.8803,0.779678,0,0,0,0.00406373,-1.19444,3.35246,0.0872096,1.29401
5.21579,-0.655811,4.04553,1.3824,21.4283,-0.444963,0,0,0,-0.247605,-1.20155,3.90153,0.0849187,1.30253
5.07923,-0.708932,4.17843,3.75253,21.5251,-1.59946,0,0,0,-0.49099,-1.1581,4.44295,0.0826749,1.3108
4.78551,-0.76845,4.12555,3.93119,21.1299,-0.288698,0,0,0,-0.647579,-1.07606,4.89123,0.0804738,1.31884
4.44676,-0.877765,3.88233,1.98129,20.5584,3.78269,0,0,0,-0.721511,-0.981823,5.24613,0.0783175,1.32665
4.07913,-103.053,3.27931,-7047.42,11.2547,8340.81,0,0,0,-0.730101,-0.887032,5.52285,0.0762009,1.33423
4.63568e+53,-4.61722e+55,-5.85453e+52,-3.06022e+57,-1.70985e+55,3.63927e+57,0,0,0,3.59959e+25,-6.90514e+24,-3.88777e+25,0.0741278,1.34159
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
