ax,ay,az,qw,qx,qy,qz,tau_x,tau_y,tau_n,vE,vN,vD,w_est_x,w_est_y,w_est_z
0.00118377,-0.0149426,-9.80992,0.7900449,0.00022374597,-0.00015186498,-0.6130489,100.015,4.85592e-05,-233.656,-0.1490284,0.04118231,-2.0908392e-06,8.92399e-05,-1.65069e-05,-0.0905059
-0.00059619,-0.0151646,-9.80932,0.7889348,0.00022529694,-0.00015308397,-0.61447686,100.016,4.06515e-05,-233.116,-0.14904292,0.040803954,-2.1232584e-06,0.000100211,-2.50029e-05,-0.0904575
0.00119663,-0.0157117,-9.80953,0.7878224,0.00022698112,-0.0001540851,-0.61590236,100.017,3.36094e-05,-232.567,-0.14905827,0.040423654,-2.2295185e-06,9.87992e-05,-1.22942e-05,-0.0904134
0.000761783,-0.0158502,-9.80937,0.7867081,0.00022856703,-0.00015525502,-0.61732507,100.017,2.69343e-05,-232.073,-0.14907442,0.040041402,-2.276487e-06,0.000100215,-2.19999e-05,-0.090362
0.001089,-0.0165709,-9.81045,0.7855919,0.00023024298,-0.00015635898,-0.6187449,100.017,2.06049e-05,-231.629,-0.14909239,0.039657116,-2.3581208e-06,0.000101747,-1.65836e-05,-0.0903016
0.000598706,-0.0159694,-9.80948,0.78447384,0.00023146595,-0.00015719897,-0.6201619,100.018,1.34041e-05,-230.956,-0.14911015,0.039270587,-2.42144e-06,7.57729e-05,-2.02182e-05,-0.0902461
0.000947799,-0.0158959,-9.80992,0.78335387,0.00023270996,-0.00015796698,-0.6215759,100.019,6.58067e-06,-230.351,-0.14912958,0.03888242,-2.5067438e-06,7.44542e-05,-1.66964e-05,-0.0901843
0.00103415,-0.0158452,-9.80966,0.78223294,0.00023419099,-0.00015887599,-0.62298596,100.02,3.82511e-07,-229.711,-0.14914952,0.038493007,-2.6075918e-06,8.81901e-05,-1.48451e-05,-0.0900994
-0.000300185,-0.0151382,-9.80888,0.7811097,0.00023587291,-0.00015982694,-0.62439376,100.021,-5.49456e-06,-229.135,-0.14917114,0.03810182,-2.7440517e-06,9.73763e-05,-1.01781e-05,-0.0900214
4.76095e-05,-0.0145694,-9.80983,0.77971476,0.00025034792,-0.00017352894,-0.6261348,100.021,-1.10692e-05,-228.618,-0.1492249,0.037579615,-2.1695737e-06,0.000995632,-0.000114923,-0.111547
0.000567599,-0.0154141,-9.81056,0.7785882,0.00025146606,-0.00017430403,-0.62753516,100.023,-1.75629e-05,-227.854,-0.14924735,0.037184827,-2.2585111e-06,6.97918e-05,-2.25235e-05,-0.0898576
0.000850642,-0.015809,-9.80976,0.77746016,0.00025278406,-0.00017498304,-0.6289321,100.025,-2.37185e-05,-227.167,-0.14927128,0.03678865,-2.4089745e-06,7.46499e-05,-1.24777e-05,-0.0897665
0.000308041,-0.0153765,-9.80911,0.7763312,0.00025406305,-0.00017575904,-0.63032514,100.027,-2.94011e-05,-226.424,-0.14929557,0.036391396,-2.5346246e-06,7.61958e-05,-1.74454e-05,-0.0896633
