ax,ay,az,qw,qx,qy,qz,u_prev,v_prev,w_prev,u,v,w
0.00544332,0.00723904,-9.8331,-0.9652939,-0.013160999,-0.0019329598,-0.26082698,0.240387,-0.00235508,2.39958e-09,0.240387,-0.00235595,5.2591e-09
-0.00244046,0.00552646,-9.80292,-0.9652752,-0.013163202,-0.0019364804,-0.26089606,0.240387,-0.00235595,5.2591e-09,0.240387,-0.00235674,8.30186e-09
-0.00562831,0.000746521,-9.80679,-0.9652573,-0.013170304,-0.0019399006,-0.26096207,0.240387,-0.00235674,8.30186e-09,0.240387,-0.00235744,1.15084e-08
-0.00851207,0.0123648,-9.81125,-0.96524084,-0.0131672975,-0.0019445796,-0.26102296,0.240387,-0.00235744,1.15084e-08,0.240386,-0.00235805,1.48564e-08
-0.010893,-0.00664011,-9.79711,-0.9652251,-0.013167202,-0.0019481502,-0.26108104,0.240386,-0.00235805,1.48564e-08,0.240386,-0.00235859,1.81705e-08
0.00545716,-0.00576156,-9.81757,-0.9652103,-0.013158705,-0.0019441607,-0.26113608,0.240386,-0.00235859,1.81705e-08,0.240386,-0.00235907,2.1413e-08
-0.0201459,-0.00730566,-9.80296,-0.96519357,-0.0131611945,-0.0019471191,-0.2611979,0.240386,-0.00235907,2.1413e-08,0.240386,-0.0023595,2.45389e-08
-0.0135001,-0.0105884,-9.79569,-0.96517414,-0.0131576015,-0.0019458802,-0.26127002,0.240386,-0.0023595,2.45389e-08,0.240386,-0.00235988,2.74993e-08
0.00651234,0.00268611,-9.78299,-0.965156,-0.0131553,-0.0019392901,-0.261337,0.240386,-0.00235988,2.74993e-08,0.240386,-0.00236024,3.02437e-08
-0.00453234,0.0222339,-9.82698,-0.9651389,-0.013159999,-0.0019379598,-0.26139998,0.240386,-0.00236024,3.02437e-08,0.240385,-0.00236057,3.27238e-08
-3.84711e-05,0.00602781,-9.80034,-0.9651221,-0.013161401,-0.0019361002,-0.26146203,0.240385,-0.00236057,3.27238e-08,0.240385,-0.00236091,3.48949e-08
0.00385662,0.00996095,-9.81848,-0.965105,-0.0131644,-0.00192916,-0.261525,0.240385,-0.00236091,3.48949e-08,0.240385,-0.00236125,3.67181e-08
0.00849077,0.0064194,-9.79919,-0.9650921,-0.013064901,-0.0019922901,-0.26157704,0.240385,-0.00236125,3.67181e-08,0.240385,-0.00236161,3.81622e-08
-0.0167989,0.00404954,-9.81283,-0.96507525,-0.013067904,-0.0019885406,-0.26163906,0.240385,-0.00236161,3.81622e-08,0.240385,-0.002362,3.92046e-08
0.00177066,-0.0020409,-9.80598,0.49541202,0.00058935,-0.00572729,0.86863905,0.240331,-0.0033838,-9.35529e-08,0.240332,-0.00338091,-9.48165e-08
0.0177577,0.00588325,-9.79712,0.49537075,0.0005902947,-0.0057270974,0.8686626,0.240332,-0.00338091,-9.48165e-08,0.240333,-0.00337813,-9.63557e-08
-0.00682597,0.0143766,-9.81804,0.49532798,0.00059671496,-0.0057279896,0.868687,0.240333,-0.00337813,-9.63557e-08,0.240333,-0.00337545,-9.81343e-08
0.0170942,0.013749,-9.79261,0.49528596,0.00060455693,-0.0057235896,0.86871094,0.240333,-0.00337545,-9.81343e-08,0.240334,-0.00337286,-1.0011e-07
0.0123646,0.000401291,-9.81825,0.49524587,0.00060861086,-0.0057264287,0.86873376,0.240334,-0.00337286,-1.0011e-07,0.240335,-0.00337037,-1.02237e-07
-0.00425914,0.0188754,-9.79773,0.4952058,0.00060644775,-0.0057282373,0.8687566,0.240335,-0.00337037,-1.02237e-07,0.240335,-0.00336796,-1.04466e-07
0.025285,0.00475545,-9.82451,0.49516493,0.00060943293,-0.0057278792,0.8687799,0.240335,-0.00336796,-1.04466e-07,0.240336,-0.00336563,-1.06747e-07
-0.0132646,-0.0176908,-9.79796,0.49512368,0.0006082666,-0.0057202564,0.86880344,0.240336,-0.00336563,-1.06747e-07,0.240336,-0.00336338,-1.09032e-07
-0.0127147,-0.00254657,-9.80985,0.49508014,0.00060511316,-0.0057241814,0.86882824,0.240336,-0.00336338,-1.09032e-07,0.240337,-0.00336118,-1.11277e-07
0.000860721,0.0101239,-9.81854,0.49503615,0.0006011832,-0.005725142,0.8688533,0.240337,-0.00336118,-1.11277e-07,0.240338,-0.00335904,-1.13439e-07
-0.0118065,0.0125793,-9.81469,0.49499294,0.0006013619,-0.0057264194,0.8688779,0.240338,-0.00335904,-1.13439e-07,0.240338,-0.00335694,-1.15546e-07
-0.000694016,-0.00920135,-9.82339,0.49494895,0.00060707494,-0.0057294895,0.8689029,0.240338,-0.00335694,-1.15546e-07,0.240339,-0.00335487,-1.17533e-07
-0.0119228,0.00626954,-9.80462,0.49490812,0.0006081701,-0.005732511,0.86892617,0.240339,-0.00335487,-1.17533e-07,0.24034,-0.00335281,-1.19346e-07
-0.014492,0.0110535,-9.7894,0.49486026,0.0006054353,-0.005734483,0.86895347,0.24034,-0.00335281,-1.19346e-07,0.24034,-0.00335076,-1.2094e-07
-0.0143792,-0.00607016,-9.82722,0.494826,0.000609306,-0.0057324697,0.86897296,0.24034,-0.00335076,-1.2094e-07,0.240341,-0.0033487,-1.2228e-07
-0.00233276,0.0209082,-9.81552,0.4947832,0.00060364726,-0.0057290024,0.86899734,0.240341,-0.0033487,-1.2228e-07,0.240341,-0.00334664,-1.23342e-07
0.00392414,-3.16645e-05,-9.80943,0.49473998,0.000607882,-0.00572741,0.86902195,0.240341,-0.00334664,-1.23342e-07,0.240342,-0.00334455,-1.24111e-07
-0.0181861,0.00272963,-9.8244,0.49469718,0.0006143362,-0.005725732,0.86904633,0.240342,-0.00334455,-1.24111e-07,0.240343,-0.00334244,-1.24583e-07
-0.00147892,0.00483765,-9.78991,0.49465784,0.0006170158,-0.0057264483,0.86906874,0.240343,-0.00334244,-1.24583e-07,0.240343,-0.0033403,-1.24761e-07
0.0125582,0.0174103,-9.81842,0.494617,0.00061754294,-0.0057292297,0.869092,0.240343,-0.0033403,-1.24761e-07,0.240344,-0.00333812,-1.24655e-07
0.00881396,0.0399061,-9.82061,0.49457613,0.00061381015,-0.0057312814,0.86911523,0.240344,-0.00333812,-1.24655e-07,0.240345,-0.0033359,-1.24298e-07
-0.00482049,0.00110915,-9.81007,0.49454108,0.0006218751,-0.005726791,0.86913514,0.240345,-0.0033359,-1.24298e-07,0.240345,-0.00333363,-1.23687e-07
0.0121509,0.00515857,-9.77994,0.49449474,0.00061954366,-0.005728677,0.86916155,0.240345,-0.00333363,-1.23687e-07,0.240346,-0.0033313,-1.22827e-07
-0.00119064,0.00602538,-9.80948,0.4944558,0.00061767676,-0.0057276976,0.86918366,0.240346,-0.0033313,-1.22827e-07,0.240346,-0.00332891,-1.21728e-07
-0.00237327,-0.0119442,-9.82497,0.49441612,0.00062002713,-0.0057323417,0.8692062,0.240346,-0.00332891,-1.21728e-07,0.240347,-0.00332647,-1.20408e-07
0.000400508,0.00243114,-9.80964,0.49437526,0.00061986235,-0.005732783,0.86922944,0.240347,-0.00332647,-1.20408e-07,0.240348,-0.00332396,-1.18886e-07
0.0112269,-0.0165539,-9.8256,0.49433202,0.000616479,-0.0057342504,0.86925405,0.240348,-0.00332396,-1.18886e-07,0.240348,-0.00332139,-1.17188e-07
-0.00156524,-0.00430001,-9.82189,0.4942931,0.0006202581,-0.005737021,0.86927617,0.240348,-0.00332139,-1.17188e-07,0.240349,-0.00331876,-1.15342e-07
-0.00188181,-0.00334991,-9.78818,0.49425104,0.00061642606,-0.0057394705,0.86930007,0.240349,-0.00331876,-1.15342e-07,0.24035,-0.00331608,-1.13376e-07
-0.0137166,0.0171697,-9.80583,0.494216,0.00061951,-0.00573971,0.86932,0.24035,-0.00331608,-1.13376e-07,0.24035,-0.00331333,-1.11321e-07
-0.00118858,0.00890068,-9.79968,0.49418095,0.00061657996,-0.0057361894,0.86933994,0.24035,-0.00331333,-1.11321e-07,0.240351,-0.00331051,-1.09135e-07
0.00580623,0.012468,-9.81212,0.4941319,0.00061452587,-0.005737269,0.8693678,0.240351,-0.00331051,-1.09135e-07,0.240351,-0.00330763,-1.06831e-07
0.00246547,-0.00994261,-9.79355,0.49409413,0.0006189412,-0.0057373415,0.86938924,0.240351,-0.00330763,-1.06831e-07,0.240352,-0.00330467,-1.0442e-07
0.00533042,-0.0160805,-9.81727,0.49405134,0.0006237044,-0.005739744,0.86941355,0.240352,-0.00330467,-1.0442e-07,0.240353,-0.00330164,-1.01919e-07
0.000720228,0.00299935,-9.81036,0.49401703,0.00062406407,-0.0057396605,0.86943305,0.240353,-0.00330164,-1.01919e-07,0.240353,-0.00329853,-9.93435e-08
0.00561004,-0.0105084,-9.8412,0.493982,0.00062465196,-0.0057395697,0.86945295,0.240353,-0.00329853,-9.93435e-08,0.240354,-0.00329534,-9.67116e-08
0.00193104,-0.00534716,-9.78766,0.49394068,0.00063192856,-0.005739936,0.86947644,0.240354,-0.00329534,-9.67116e-08,0.240355,-0.00329208,-9.40429e-08
0.00014992,-0.00525272,-9.8029,0.4938971,0.00063899514,-0.005738791,0.8695012,0.240355,-0.00329208,-9.40429e-08,0.240355,-0.00328874,-9.13584e-08
-0.0139858,-0.0086028,-9.81934,0.4938582,0.00063984626,-0.0057356423,0.8695233,0.240355,-0.00328874,-9.13584e-08,0.240356,-0.00328532,-8.86798e-08
-0.0294681,0.00301527,-9.80288,0.4938161,0.00064025214,-0.005741971,0.8695472,0.240356,-0.00328532,-8.86798e-08,0.240357,-0.00328183,-8.60292e-08
0.0118735,-0.0160529,-9.8074,0.49377596,0.00064363994,-0.00574293,0.86956996,0.240357,-0.00328183,-8.60292e-08,0.240357,-0.00327829,-8.34137e-08
-0.00920499,0.00371912,-9.80703,0.49373898,0.000642201,-0.00574352,0.86959094,0.240357,-0.00327829,-8.34137e-08,0.240358,-0.0032747,-8.09224e-08
-0.00967419,0.00311047,-9.79494,0.4936981,0.0006306521,-0.005742051,0.8696142,0.240358,-0.0032747,-8.09224e-08,0.240358,-0.00327109,-7.8635e-08
-0.00656531,0.0391699,-9.80523,0.4936599,0.0006347219,-0.005743069,0.8696358,0.240358,-0.00327109,-7.8635e-08,0.240359,-0.00326747,-7.66202e-08
-0.00487012,-0.00180694,-9.8195,0.49361396,0.0006362089,-0.0057445094,0.8696619,0.240359,-0.00326747,-7.66202e-08,0.24036,-0.00326384,-7.49345e-08
-0.00228,-0.0046736,-9.81068,0.493582,0.000637918,-0.0057473104,0.86968005,0.24036,-0.00326384,-7.49345e-08,0.24036,-0.00326022,-7.3621e-08
-0.00646032,0.006189,-9.80147,0.49353918,0.0006340132,-0.005751172,0.8697043,0.24036,-0.00326022,-7.3621e-08,0.240361,-0.00325661,-7.27092e-08
0.0127952,-0.00586547,-9.81559,0.49350372,0.0006289166,-0.0057468866,0.86972445,0.240361,-0.00325661,-7.27092e-08,0.240362,-0.00325304,-7.22153e-08
0.0128249,-0.0127306,-9.82576,0.4936081,0.0007143831,-0.005753231,0.86966515,0.240362,-0.00325304,-7.22153e-08,0.240362,-0.0032495,-7.21428e-08
0.00403845,0.0233971,-9.81834,0.49356988,0.00071682886,-0.0057532787,0.8696868,0.240362,-0.0032495,-7.21428e-08,0.240363,-0.00324601,-7.24831e-08
-0.0053411,-0.0298714,-9.80938,0.49352902,0.000714139,-0.00574907,0.86971,0.240363,-0.00324601,-7.24831e-08,0.240363,-0.00324256,-7.32515e-08
-0.0144856,-0.00780914,-9.80569,0.49349278,0.0007103187,-0.0057482473,0.8697306,0.240363,-0.00324256,-7.32515e-08,0.240364,-0.00323914,-7.43879e-08
-0.0227806,-0.000500498,-9.81436,0.4934538,0.0007122877,-0.0057544378,0.86975265,0.240364,-0.00323914,-7.43879e-08,0.240365,-0.00323577,-7.58276e-08
0.022138,0.0032213,-9.80024,0.49341604,0.00070929405,-0.005755421,0.8697741,0.240365,-0.00323577,-7.58276e-08,0.240365,-0.00323243,-7.75045e-08
-0.00278721,-0.00567814,-9.80541,0.49338412,0.00071374216,-0.0057524014,0.8697922,0.240365,-0.00323243,-7.75045e-08,0.240366,-0.00322912,-7.93524e-08
0.000713932,0.0170642,-9.78974,0.4933389,0.0007141459,-0.005750449,0.86981785,0.240366,-0.00322912,-7.93524e-08,0.240367,-0.00322584,-8.13071e-08
0.014532,0.0169891,-9.77989,0.4933031,0.00071457814,-0.005756731,0.8698382,0.240367,-0.00322584,-8.13071e-08,0.240367,-0.00322258,-8.33081e-08
-0.0104356,0.0123836,-9.79917,0.4932622,0.0007126193,-0.005756142,0.86986136,0.240367,-0.00322258,-8.33081e-08,0.240368,-0.00321934,-8.52996e-08
0.00603224,0.0175641,-9.81304,0.49323025,0.0007178464,-0.005758503,0.8698794,0.240368,-0.00321934,-8.52996e-08,0.240368,-0.00321609,-8.72318e-08
0.000655513,-0.0169238,-9.79292,0.49319088,0.0007173908,-0.0057581784,0.8699018,0.240368,-0.00321609,-8.72318e-08,0.240369,-0.00321285,-8.90616e-08
-0.00164574,-0.00139067,-9.79947,0.49315506,0.0007163631,-0.0057573407,0.8699221,0.240369,-0.00321285,-8.90616e-08,0.24037,-0.00320961,-9.07407e-08
-0.00463769,-0.00173118,-9.81538,0.49311608,0.0007231751,-0.0057572713,0.86994416,0.24037,-0.00320961,-9.07407e-08,0.24037,-0.00320636,-9.22583e-08
0.0175682,0.00834181,-9.8131,0.49308103,0.000720054,-0.0057556406,0.86996406,0.24037,-0.00320636,-9.22583e-08,0.240371,-0.00320311,-9.36085e-08
-0.0099115,0.0077282,-9.81041,0.49303895,0.0007228739,-0.005753869,0.8699879,0.240371,-0.00320311,-9.36085e-08,0.240371,-0.00319984,-9.47902e-08
0.00925375,-0.0209113,-9.81001,0.49301013,0.0007261002,-0.0057546217,0.87000424,0.240371,-0.00319984,-9.47902e-08,0.240372,-0.00319656,-9.58065e-08
0.0142078,-0.0155899,-9.80756,0.49297118,0.00073150726,-0.005755022,0.8700263,0.240372,-0.00319656,-9.58065e-08,0.240373,-0.00319327,-9.66635e-08
0.0119256,-0.00539016,-9.80966,0.4929361,0.00073235814,-0.0057511413,0.8700462,0.240373,-0.00319327,-9.66635e-08,0.240373,-0.00318996,-9.73704e-08
0.00672537,0.018358,-9.79207,0.49289325,0.00073217537,-0.005757893,0.87007046,0.240373,-0.00318996,-9.73704e-08,0.240374,-0.00318664,-9.7938e-08
-0.00430684,-0.000866632,-9.80674,0.49286208,0.0007319041,-0.0057547307,0.8700881,0.240374,-0.00318664,-9.7938e-08,0.240375,-0.0031833,-9.83788e-08
-0.00530598,0.0057957,-9.80045,0.4928231,0.00073965115,-0.005753931,0.8701102,0.240375,-0.0031833,-9.83788e-08,0.240375,-0.00317995,-9.87058e-08
0.0140351,-0.00568902,-9.80072,0.49278998,0.000739876,-0.00574844,0.870129,0.240375,-0.00317995,-9.87058e-08,0.240376,-0.00317659,-9.89184e-08
0.00781965,0.011402,-9.80974,0.49275297,0.00074277195,-0.0057473695,0.87014997,0.240376,-0.00317659,-9.89184e-08,0.240376,-0.00317323,-9.90412e-08
-0.0177477,0.00154933,-9.82184,0.49272102,0.00073693105,-0.0057504703,0.87016803,0.240376,-0.00317323,-9.90412e-08,0.240377,-0.00316986,-9.90965e-08
-0.0149883,0.00181171,-9.80405,0.492684,0.000739487,-0.00574759,0.870189,0.240377,-0.00316986,-9.90965e-08,0.240378,-0.00316649,-9.91045e-08
-0.0106906,0.0115364,-9.80746,0.4926501,0.00074009615,-0.005748241,0.8702082,0.240378,-0.00316649,-9.91045e-08,0.240378,-0.00316312,-9.90821e-08
-0.00892424,0.0218055,-9.81504,0.4926158,0.0007398677,-0.0057453373,0.87022763,0.240378,-0.00316312,-9.90821e-08,0.240379,-0.00315976,-9.90436e-08
0.00738727,-0.00873959,-9.81639,0.49258232,0.0007413375,-0.0057476438,0.8702466,0.240379,-0.00315976,-9.90436e-08,0.240379,-0.00315641,-9.89997e-08
0.00568533,0.00464927,-9.82136,0.49254486,0.00074685976,-0.0057502883,0.87026775,0.240379,-0.00315641,-9.89997e-08,0.24038,-0.00315306,-9.89583e-08
0.00750831,0.00997912,-9.79993,0.49250513,0.0007484622,-0.0057462715,0.8702902,0.24038,-0.00315306,-9.89583e-08,0.240381,-0.00314973,-9.89242e-08
-0.00473269,-0.0164999,-9.81968,0.49246886,0.0007526658,-0.0057495884,0.8703107,0.240381,-0.00314973,-9.89242e-08,0.240381,-0.00314641,-9.88994e-08
0.000725175,0.0109787,-9.81476,0.49243376,0.0007551906,-0.0057540974,0.8703306,0.240381,-0.00314641,-9.88994e-08,0.240382,-0.0031431,-9.88932e-08
0.00677975,0.00714446,-9.81109,0.49239793,0.0007562809,-0.0057442393,0.8703509,0.240382,-0.0031431,-9.88932e-08,0.240383,-0.00313979,-9.8883e-08
-0.00129136,0.00680272,-9.82385,0.49235705,0.00075690204,-0.0057417606,0.8703741,0.240383,-0.00313979,-9.8883e-08,0.240383,-0.00313649,-9.88466e-08
0.0115191,0.00993751,-9.80051,0.4923188,0.0007581497,-0.005740448,0.87039566,0.240383,-0.00313649,-9.88466e-08,0.240384,-0.00313318,-9.87637e-08
0.0136874,0.00293019,-9.81598,0.49228415,0.0007558172,-0.005742462,0.8704153,0.240384,-0.00313318,-9.87637e-08,0.240384,-0.00312986,-9.86162e-08
0.00128578,0.0146403,-9.80348,0.49224982,0.0007573797,-0.005748088,0.87043464,0.240384,-0.00312986,-9.86162e-08,0.240385,-0.00312654,-9.83886e-08
-0.000921577,0.00482747,-9.84777,0.49221396,0.0007475889,-0.0057467795,0.87045497,0.240385,-0.00312654,-9.83886e-08,0.240386,-0.0031232,-9.80689e-08
0.00682419,-0.00338757,-9.82536,0.4921789,0.0007502398,-0.0057444386,0.8704748,0.240386,-0.0031232,-9.80689e-08,0.240386,-0.00311985,-9.76482e-08
-0.000571487,0.0154707,-9.81062,0.49214184,0.0007482458,-0.0057449983,0.87049574,0.240386,-0.00311985,-9.76482e-08,0.240387,-0.00311647,-9.71211e-08
-0.00231362,-0.0056816,-9.80507,0.4921072,0.00074822234,-0.005738172,0.87051535,0.240387,-0.00311647,-9.71211e-08,0.240387,-0.00311308,-9.64857e-08
-0.00082617,-0.00160401,-9.81606,0.49207407,0.0007461901,-0.0057382807,0.8705341,0.240387,-0.00311308,-9.64857e-08,0.240388,-0.00310966,-9.57421e-08
0.00622894,0.0162375,-9.80863,0.49203897,0.0007463219,-0.0057392996,0.8705539,0.240388,-0.00310966,-9.57421e-08,0.240389,-0.00310621,-9.48929e-08
0.014665,0.014589,-9.79732,0.49200505,0.0007449311,-0.0057390705,0.8705731,0.240389,-0.00310621,-9.48929e-08,0.240389,-0.00310273,-9.39435e-08
0.00595427,0.0144639,-9.8134,0.49197114,0.0007402632,-0.0057419017,0.87059224,0.240389,-0.00310273,-9.39435e-08,0.24039,-0.00309922,-9.29022e-08
-0.00482483,-0.000907987,-9.8184,0.49193215,0.0007391332,-0.005746272,0.8706143,0.24039,-0.00309922,-9.29022e-08,0.24039,-0.00309567,-9.1779e-08
-0.000797868,0.018626,-9.81399,0.49189588,0.0007389208,-0.0057397285,0.8706348,0.24039,-0.00309567,-9.1779e-08,0.240391,-0.0030921,-9.05862e-08
-0.00245488,-0.00463075,-9.82487,0.49186003,0.000735404,-0.00574427,0.87065506,0.240391,-0.0030921,-9.05862e-08,0.240392,-0.00308849,-8.9337e-08
-0.0195031,-0.0123804,-9.82502,0.49182418,0.00074165827,-0.005741862,0.87067527,0.240392,-0.00308849,-8.9337e-08,0.240392,-0.00308484,-8.80456e-08
-0.0122136,0.00547211,-9.79627,0.49169895,0.00081629195,-0.0057437494,0.87074596,0.240392,-0.00308484,-8.80456e-08,0.240393,-0.00308117,-8.67266e-08
-0.00016532,0.0100672,-9.83071,0.4916607,0.00082197256,-0.005743087,0.87076753,0.240393,-0.00308117,-8.67266e-08,0.240393,-0.00307747,-8.53945e-08
0.0020613,0.0100848,-9.8243,0.491628,0.000823382,-0.0057464098,0.87078595,0.240393,-0.00307747,-8.53945e-08,0.240394,-0.00307375,-8.39746e-08
0.0133911,-0.0149282,-9.80401,0.491596,0.00082558003,-0.00574397,0.870804,0.240394,-0.00307375,-8.39746e-08,0.240395,-0.00307004,-8.25438e-08
-0.00787606,-0.0208621,-9.82445,0.49156407,0.0008170821,-0.0057412307,0.87082213,0.240395,-0.00307004,-8.25438e-08,0.240395,-0.00306633,-8.11702e-08
-0.00889723,0.00235253,-9.81556,0.49153093,0.00081245287,-0.005737099,0.87084085,0.240395,-0.00306633,-8.11702e-08,0.240396,-0.00306264,-7.99124e-08
-0.000473403,0.00813439,-9.81604,0.49149507,0.0008172951,-0.005731511,0.8708611,0.240396,-0.00306264,-7.99124e-08,0.240396,-0.00305898,-7.88184e-08
-0.00484134,0.00600816,-9.80701,0.4914631,0.00081798615,-0.005730031,0.8708792,0.240396,-0.00305898,-7.88184e-08,0.240397,-0.00305535,-7.79254e-08
0.00543221,0.0278618,-9.78304,0.491428,0.00081889797,-0.00572873,0.87089896,0.240397,-0.00305535,-7.79254e-08,0.240397,-0.00305176,-7.72598e-08
-0.00202452,-0.00332045,-9.81969,0.49139214,0.00081677624,-0.005721992,0.8709192,0.240397,-0.00305176,-7.72598e-08,0.240398,-0.00304822,-7.68373e-08
0.0280815,0.00585459,-9.81203,0.49136093,0.0008149969,-0.0057185194,0.8709369,0.240398,-0.00304822,-7.68373e-08,0.240399,-0.00304473,-7.66637e-08
0.00248461,-0.00247239,-9.81974,0.49132583,0.0008172237,-0.005721958,0.87095666,0.240399,-0.00304473,-7.66637e-08,0.240399,-0.0030413,-7.67357e-08
-0.00592334,0.000779592,-9.81096,0.49128607,0.0008189431,-0.0057210205,0.87097913,0.240399,-0.0030413,-7.67357e-08,0.2404,-0.00303792,-7.70893e-08
-0.0184638,-0.0136722,-9.80772,0.491249,0.000821187,-0.00572436,0.871,0.2404,-0.00303792,-7.70893e-08,0.2404,-0.00303459,-7.76755e-08
0.00295002,0.00454145,-9.80516,0.4912112,0.0008189103,-0.0057172924,0.87102133,0.2404,-0.00303459,-7.76755e-08,0.240401,-0.00303131,-7.84431e-08
0.00380756,0.0189756,-9.80914,0.49117607,0.0008243541,-0.005721321,0.8710411,0.240401,-0.00303131,-7.84431e-08,0.240401,-0.00302807,-7.93406e-08
-0.0169542,0.0197946,-9.81341,0.4911429,0.00082510785,-0.005720099,0.87105983,0.240401,-0.00302807,-7.93406e-08,0.240402,-0.00302487,-8.03177e-08
-0.00526071,-0.0112189,-9.81176,0.49110392,0.00082539686,-0.005718979,0.8710818,0.240402,-0.00302487,-8.03177e-08,0.240403,-0.0030217,-8.13267e-08
0.0118578,-0.0263149,-9.79756,0.49107194,0.0008249799,-0.005715439,0.8710999,0.240403,-0.0030217,-8.13267e-08,0.240403,-0.00301855,-8.23239e-08
-0.000151244,-0.00981915,-9.79616,0.49103487,0.0008136808,-0.0057156286,0.8711208,0.240403,-0.00301855,-8.23239e-08,0.240404,-0.00301542,-8.32699e-08
-0.00537866,0.0281587,-9.82362,0.49099588,0.0008146618,-0.0057110186,0.8711428,0.240404,-0.00301542,-8.32699e-08,0.240404,-0.0030123,-8.4131e-08
-0.00509572,0.0130052,-9.79494,0.4909612,0.0008169713,-0.005712272,0.87116235,0.240404,-0.0030123,-8.4131e-08,0.240405,-0.00300919,-8.48791e-08
0.00549366,0.0106444,-9.80494,0.49092683,0.0008184577,-0.005713698,0.87118167,0.240405,-0.00300919,-8.48791e-08,0.240405,-0.00300608,-8.54901e-08
0.0145986,0.0110898,-9.80168,0.49089095,0.0008212159,-0.0057160594,0.8712019,0.240405,-0.00300608,-8.54901e-08,0.240406,-0.00300296,-8.59512e-08
-0.00215005,0.0127727,-9.81827,0.49085116,0.00082217227,-0.0057213316,0.8712243,0.240406,-0.00300296,-8.59512e-08,0.240407,-0.00299984,-8.62549e-08
0.012399,0.0176913,-9.82254,0.4908199,0.00082623184,-0.005726209,0.87124187,0.240407,-0.00299984,-8.62549e-08,0.240407,-0.00299669,-8.6399e-08
-0.0071977,0.0138189,-9.79536,0.49077895,0.0008284549,-0.0057271495,0.87126493,0.240407,-0.00299669,-8.6399e-08,0.240408,-0.00299353,-8.6386e-08
0.00222728,0.00779141,-9.79551,0.4907501,0.0008327372,-0.005722681,0.8712812,0.240408,-0.00299353,-8.6386e-08,0.240408,-0.00299036,-8.62224e-08
-0.00842665,0.00703847,-9.80621,0.49071887,0.0008290888,-0.0057242485,0.8712988,0.240408,-0.00299036,-8.62224e-08,0.240409,-0.00298716,-8.5918e-08
0.00979499,0.00476934,-9.80271,0.490683,0.00082939194,-0.00572779,0.87131894,0.240409,-0.00298716,-8.5918e-08,0.240409,-0.00298393,-8.54855e-08
-0.0116414,0.00574143,-9.79628,0.49064904,0.0008293431,-0.0057211504,0.8713381,0.240409,-0.00298393,-8.54855e-08,0.24041,-0.00298069,-8.49396e-08
-0.0124553,0.00507534,-9.81686,0.49061394,0.0008263119,-0.005720769,0.87135786,0.24041,-0.00298069,-8.49396e-08,0.24041,-0.00297742,-8.42966e-08
0.0038727,0.000389049,-9.80573,0.49057686,0.0008244698,-0.0057192985,0.8713788,0.24041,-0.00297742,-8.42966e-08,0.240411,-0.00297414,-8.35661e-08
0.00836953,0.00518673,-9.80479,0.49054095,0.00082272396,-0.0057254797,0.8713989,0.240411,-0.00297414,-8.35661e-08,0.240412,-0.00297084,-8.27733e-08
-0.0297941,0.00070576,-9.79121,0.49050894,0.00082048593,-0.0057302197,0.8714169,0.240412,-0.00297084,-8.27733e-08,0.240412,-0.00296752,-8.19422e-08
-0.00334514,0.00239447,-9.80899,0.49047503,0.000827232,-0.0057286704,0.87143606,0.240412,-0.00296752,-8.19422e-08,0.240413,-0.0029642,-8.10948e-08
-0.00932653,0.0117798,-9.81943,0.49044302,0.000828411,-0.0057268003,0.87145406,0.240413,-0.0029642,-8.10948e-08,0.240413,-0.00296087,-8.02507e-08
0.0239284,0.017447,-9.80363,0.4904079,0.00083267485,-0.005724759,0.87147385,0.240413,-0.00296087,-8.02507e-08,0.240414,-0.00295753,-7.9427e-08
-0.00321168,-0.00854256,-9.79865,0.4903708,0.0008359257,-0.0057317675,0.87149465,0.240414,-0.00295753,-7.9427e-08,0.240414,-0.00295419,-7.86376e-08
0.0209797,-0.00725712,-9.81232,0.49033687,0.0008342217,-0.005734798,0.8715137,0.240414,-0.00295419,-7.86376e-08,0.240415,-0.00295085,-7.78936e-08
-0.00322531,-0.00349597,-9.82368,0.49030602,0.00083979405,-0.0057381405,0.87153107,0.240415,-0.00295085,-7.78936e-08,0.240415,-0.00294752,-7.7203e-08
0.0215559,0.0161963,-9.80613,0.49026895,0.0008398299,-0.005740499,0.8715519,0.240415,-0.00294752,-7.7203e-08,0.240416,-0.00294419,-7.6571e-08
-0.0162315,0.0103723,-9.79757,0.4902408,0.0008467827,-0.005744378,0.87156767,0.240416,-0.00294419,-7.6571e-08,0.240417,-0.00294088,-7.59016e-08
0.0213644,-0.0170642,-9.8161,0.4902112,0.0008458173,-0.0057479623,0.87158436,0.240417,-0.00294088,-7.59016e-08,0.240417,-0.0029376,-7.52471e-08
-0.0140003,0.0183123,-9.80304,0.490178,0.00084391,-0.0057512796,0.87160295,0.240417,-0.0029376,-7.52471e-08,0.240418,-0.00293435,-7.46517e-08
-0.0140236,-0.00539717,-9.82096,0.4901421,0.0008412222,-0.005745911,0.8716232,0.240418,-0.00293435,-7.46517e-08,0.240418,-0.00293114,-7.41513e-08
-0.00439284,0.0177783,-9.81396,0.49010772,0.00083612354,-0.005748097,0.87164253,0.240418,-0.00293114,-7.41513e-08,0.240419,-0.00292798,-7.37732e-08
-0.0032357,-0.00353216,-9.82326,0.49006912,0.00084208424,-0.0057452917,0.8716642,0.240419,-0.00292798,-7.37732e-08,0.240419,-0.00292486,-7.35364e-08
