ax,ay,az,qw,qx,qy,qz,vE,vN,vD
-0.0225745,0.0152506,-9.80918,0.7920486,0.0018571691,0.0013639593,-0.61045367,0.052802954,-0.23185417,-0.0010624182
-0.00369185,0.0132873,-9.81726,0.79218096,0.0018538899,0.0013677699,-0.61028194,0.05290044,-0.23183101,-0.0010627647
0.00990002,0.0305719,-9.80816,0.7923167,0.0018522892,0.0013677694,-0.61010575,0.053000506,-0.23180723,-0.0010622212
0.00188343,0.0123373,-9.82222,0.79244804,0.0018575802,0.00136968,-0.60993505,0.053097293,-0.23178415,-0.0010644671
0.000208143,0.0054466,-9.79992,0.7925837,0.0018530793,0.0013637095,-0.6097588,0.053197302,-0.23176031,-0.001060857
0.00895283,0.012907,-9.80857,0.792715,0.0018539501,0.00136411,-0.609588,0.053294025,-0.23173717,-0.0010612122
-0.0306994,0.00549307,-9.81311,0.7928489,0.0018515898,0.0013592999,-0.6094139,0.053392675,-0.23171355,-0.0010586769
0.00689759,-0.0054898,-9.82448,0.79298407,0.0018506302,0.0013618701,-0.609238,0.053492326,-0.23168963,-0.0010592743
0.0221364,0.0138181,-9.81393,0.79311526,0.0018517206,0.0013661304,-0.6090672,0.053588986,-0.23166636,-0.0010611144
0.000359051,0.0218244,-9.81407,0.79324466,0.0018488491,0.0013603295,-0.6088987,0.053684253,-0.2316434,-0.0010580636
0.0215997,0.0237007,-9.79825,0.793378,0.00184661,0.00135987,-0.608725,0.053782824,-0.23162064,-0.0010571682
-0.0155717,-0.0016835,-9.80495,0.79350775,0.0018480495,0.0013548395,-0.6085558,0.05387845,-0.2315975,-0.0010557018
-0.0175497,0.0165387,-9.81789,0.79364187,0.0018458198,0.0013563097,-0.6083809,0.053977404,-0.23157354,-0.0010555134
0.0247045,0.0214091,-9.80083,0.7937695,0.0018438111,0.0013592609,-0.6082144,0.05407146,-0.23155066,-0.001055939
-0.00261464,0.00716873,-9.81215,0.79390174,0.0018463493,0.0013624395,-0.60804176,0.05416905,-0.23152691,-0.0010578184
0.0205227,0.00854993,-9.82424,0.794034,0.00185053,0.00136019,-0.607869,0.054266747,-0.23150311,-0.0010581975
-0.0138942,0.00934768,-9.82028,0.79416883,0.0018500095,0.0013551797,-0.60769284,0.054366395,-0.23147881,-0.0010561409
-0.00263843,0.00659583,-9.81217,0.7942989,0.0018467996,0.0013555198,-0.6075229,0.054462444,-0.23145531,-0.001055242
0.00845194,-2.83497e-05,-9.79596,0.79443276,0.0018440695,0.0013608095,-0.6073478,0.05456171,-0.23143202,-0.0010563111
0.00272515,0.0232059,-9.78903,0.7945662,0.0018438605,0.0013641104,-0.60717314,0.054660443,-0.23140779,-0.0010574048
0.0148036,-0.00232361,-9.78984,0.7946983,0.0018477507,0.0013652105,-0.60700023,0.05475817,-0.23138376,-0.0010589245
0.0104454,0.0141348,-9.80657,0.7948291,0.0018441802,0.0013645301,-0.60682905,0.054854862,-0.23135993,-0.0010575415
0.000341347,0.0163002,-9.82678,0.7949598,0.0018454595,0.0013632996,-0.6066578,0.05495157,-0.23133604,-0.0010574167
0.000812019,0.0142981,-9.83843,0.79509306,0.0018445503,0.0013668002,-0.60648304,0.05505056,-0.2313126,-0.0010583773
0.0175636,0.0111651,-9.81379,0.795222,0.00184138,0.00137429,-0.606314,0.05514594,-0.23128894,-0.0010601241
0.00097482,0.00586789,-9.82403,0.7953531,0.0018407902,0.0013688701,-0.60614204,0.055242985,-0.23126486,-0.0010578941
-0.00321733,0.0245561,-9.80955,0.7954863,0.0018442007,0.0013722104,-0.6059672,0.055341683,-0.23124032,-0.0010600921
-0.00232991,0.00441287,-9.79979,0.79561764,0.0018465691,0.0013759194,-0.6057947,0.055438984,-0.23121607,-0.0010621133
-0.00364421,0.000542909,-9.80528,0.79574823,0.0018502305,0.0013806504,-0.6056232,0.05553598,-0.23119289,-0.0010649046
-0.0011789,0.00818906,-9.82471,0.7958817,0.0018518292,0.0013781795,-0.60544777,0.055634927,-0.23116817,-0.0010644165
-0.00971472,0.0187721,-9.81884,0.7960126,0.001848089,0.0013749293,-0.6052757,0.055731926,-0.23114388,-0.0010620372
0.0114297,-0.0118707,-9.80324,0.7961426,0.001850129,0.0013767593,-0.6051047,0.05582826,-0.23111969,-0.0010632677
-0.0051492,-0.0042845,-9.81537,0.7962739,0.0018561496,0.0013771098,-0.6049319,0.055925876,-0.23109618,-0.001065152
-0.0062076,0.00235026,-9.79191,0.7964021,0.0018533502,0.0013742502,-0.6047631,0.05602091,-0.23107223,-0.0010632001
0.00605489,0.0141927,-9.7999,0.79650396,0.0018669299,0.0013374999,-0.604629,0.056095827,-0.23105317,-0.0010536799
0.00625937,0.00666037,-9.80883,0.79663765,0.0018632093,0.0013432294,-0.6044527,0.05619511,-0.23102811,-0.0010546134
0.00188812,0.00718764,-9.81512,0.79677016,0.0018604504,0.0013468203,-0.60427815,0.056293715,-0.2310042,-0.0010550524
0.00494886,0.0174963,-9.78993,0.7968991,0.0018630702,0.0013477701,-0.6041081,0.05638935,-0.23097993,-0.0010561285
-0.0112577,0.00885,-9.812,0.79703015,0.0018626804,0.0013487902,-0.6039351,0.056486625,-0.23095524,-0.0010563264
-0.000924083,0.0168917,-9.81062,0.7971629,0.0018652998,0.0013449298,-0.60375994,0.05658516,-0.2309302,-0.0010556248
0.000474002,0.00520149,-9.80761,0.7972926,0.001858359,0.0013431692,-0.6035887,0.05668161,-0.23090665,-0.0010528374
-0.0101465,0.00247321,-9.81096,0.7974262,0.0018527504,0.0013448403,-0.60341215,0.056780793,-0.23088135,-0.001051711
-0.00926801,0.0277648,-9.80106,0.79755795,0.0018440699,0.00135221,-0.603238,0.056878533,-0.23085637,-0.0010517708
0.0139268,0.0149531,-9.83447,0.79768586,0.0018399496,0.0013550897,-0.6030689,0.05697328,-0.23083209,-0.0010515426
0.031825,-0.00147583,-9.80545,0.79782057,0.0018444189,0.0013556993,-0.6028907,0.057073507,-0.23080742,-0.0010530509
-0.019709,0.0175207,-9.79621,0.79795015,0.0018374204,0.0013566903,-0.6027191,0.057169527,-0.23078275,-0.0010512643
0.0213194,0.00742739,-9.80383,0.79808223,0.0018398506,0.0013538704,-0.6025442,0.057267446,-0.23075755,-0.0010508926
0.0171845,0.0113411,-9.80665,0.798213,0.00184295,0.0013578,-0.602371,0.0573646,-0.23073351,-0.0010532201
0.0023942,0.019922,-9.79107,0.798342,0.00184454,0.0013553,-0.6022,0.05746015,-0.23070881,-0.0010527164
0.0117622,0.0267777,-9.79214,0.798471,0.00183866,0.00135316,-0.60202897,0.05755568,-0.2306841,-0.0010501109
-0.00914129,0.0091337,-9.83018,0.79859906,0.0018420102,0.0013540201,-0.60185903,0.057650816,-0.23066044,-0.0010513802
-0.00187362,0.0342928,-9.81655,0.79872495,0.0018397699,0.0013557299,-0.60169196,0.057744015,-0.23063621,-0.0010512884
0.0014606,0.00683893,-9.818,0.79885346,0.001843321,0.0013552208,-0.6015213,0.057839256,-0.23061141,-0.0010521059
0.00920482,-0.00547176,-9.80408,0.7989793,0.0018411106,0.0013571305,-0.6013542,0.05793275,-0.23058806,-0.001052101
0.0107653,0.0200459,-9.8257,0.79910594,0.0018387898,0.0013515898,-0.6011859,0.058026623,-0.23056355,-0.0010493022
0.00394865,0.0163009,-9.84002,0.7992313,0.0018371207,0.0013506805,-0.6010192,0.05811989,-0.23054017,-0.0010484156
0.0207365,0.0101375,-9.79968,0.79936135,0.0018387208,0.0013552606,-0.60084623,0.058216512,-0.23051485,-0.0010505293
-0.0140298,0.0182102,-9.80419,0.79949135,0.0018351409,0.0013536107,-0.60067326,0.0583132,-0.23048949,-0.00104879
0.0055707,0.00442719,-9.81313,0.79962,0.00183232,0.00135992,-0.600502,0.05840921,-0.23046528,-0.0010502284
-0.00329343,0.0285026,-9.82034,0.79975295,0.0018339799,0.0013531599,-0.6003249,0.05850835,-0.2304392,-0.0010481579
0.0069896,0.0119994,-9.80876,0.7998828,0.0018357096,0.0013629997,-0.60015184,0.058605548,-0.23041457,-0.0010522592
0.00980942,0.0253042,-9.8227,0.80001616,0.0018385303,0.0013701102,-0.5999741,0.05870523,-0.23038824,-0.0010556687
0.00766436,0.0048206,-9.78638,0.8001481,0.0018336102,0.0013729502,-0.5997981,0.058803987,-0.23036212,-0.0010551884
0.0103325,0.0287144,-9.82369,0.8002779,0.0018335497,0.0013752298,-0.59962493,0.05890147,-0.23033728,-0.0010559541
0.00825083,0.00576447,-9.80762,0.80040896,0.0018374199,0.0013757698,-0.59944993,0.0589998,-0.23031116,-0.0010572406
-0.0130773,0.0225932,-9.82328,0.80053526,0.0018356607,0.0013819305,-0.5992812,0.05909491,-0.23028684,-0.0010589383
0.029583,0.0229684,-9.81815,0.8006641,0.0018310703,0.0013828202,-0.5991091,0.059191775,-0.230261,-0.0010578339
-0.0144527,-0.00201669,-9.80393,0.8007934,0.001828381,0.0013737207,-0.5989363,0.05928937,-0.23023598,-0.0010535963
0.0127029,0.022854,-9.81087,0.80092347,0.0018290011,0.0013781908,-0.59876233,0.05938741,-0.23020972,-0.0010553696
-0.0211984,0.0230424,-9.8031,0.8010577,0.0018299593,0.0013780894,-0.59858274,0.059489015,-0.23018356,-0.0010555509
0.0339537,0.00508162,-9.81899,0.8011839,0.0018297296,0.0013796998,-0.5984139,0.059584238,-0.23015794,-0.0010560128
-0.00713816,0.0120284,-9.79585,0.8013143,0.0018296607,0.0013745605,-0.59823924,0.05968311,-0.23013239,-0.0010540213
-0.0146043,0.0118827,-9.82189,0.8014407,0.0018343494,0.0013772595,-0.5980698,0.0597787,-0.23010658,-0.0010563501
0.014966,0.0298606,-9.80645,0.8015711,0.0018382102,0.0013774402,-0.5978951,0.05987765,-0.2300809,-0.0010575008
0.00262942,0.0190395,-9.83072,0.8016993,0.0018388506,0.0013718305,-0.5977232,0.05997468,-0.23005465,-0.001055542
-0.00941992,0.0114436,-9.80166,0.8018277,0.0018378195,0.0013733295,-0.5975508,0.060072284,-0.23002924,-0.0010557299
0.00492564,0.0246517,-9.81145,0.8019567,0.0018350993,0.0013699295,-0.5973778,0.060169972,-0.23000273,-0.0010535937
0.0109007,0.0417791,-9.80046,0.8020844,0.0018272509,0.0013722307,-0.5972063,0.060266998,-0.22997738,-0.0010520578
0.00718863,0.0273437,-9.83392,0.80221575,0.0018281594,0.0013723596,-0.5970298,0.060366556,-0.22995028,-0.0010523113
0.000696184,0.0138074,-9.80688,0.8023451,0.0018311002,0.0013691601,-0.59685606,0.06046482,-0.22992451,-0.0010519377
0.0278567,-0.0101847,-9.82786,0.8024747,0.0018301193,0.0013686995,-0.5966818,0.06056301,-0.2298977,-0.0010514141
-0.00455506,-0.00580429,-9.82508,0.80260307,0.0018305902,0.0013647202,-0.59650904,0.06066052,-0.22987205,-0.0010500199
-0.00522883,0.00250906,-9.8153,0.8027323,0.0018285806,0.0013562705,-0.59633523,0.06075833,-0.22984524,-0.0010462245
0.00899641,0.00435412,-9.81198,0.80286014,0.0018245303,0.0013585602,-0.5961631,0.060855348,-0.22981964,-0.0010458219
-0.00665847,0.0059571,-9.80905,0.8030361,0.0018507802,0.0013227401,-0.59592605,0.060989194,-0.2297832,-0.0010402047
0.0202567,0.00719253,-9.82936,-0.7275116,-0.003694628,-0.0010495795,0.6860846,0.010746627,-0.24012049,-0.001598749
-0.00451974,0.00170194,-9.79693,-0.7275417,-0.0036967783,-0.0010515095,0.6860527,0.010771467,-0.2401203,-0.0016000872
-0.0100192,0.00252578,-9.80819,-0.7275732,-0.0036989213,-0.0010560104,0.68601924,0.010797314,-0.24012008,-0.0016023078
0.000323699,-0.0200144,-9.81812,-0.72760427,-0.0037010715,-0.0010569504,0.6859863,0.010822745,-0.24011888,-0.0016032958
0.0137119,0.00471317,-9.77197,-0.72763824,-0.0036995914,-0.0010579004,0.6859503,0.010850245,-0.2401186,-0.001603075
-0.0280401,0.00237836,-9.81183,-0.72766787,-0.0036974193,-0.0010594698,0.68591887,0.0108746,-0.24011745,-0.0016028358
0.00753583,-0.00582497,-9.79388,-0.7277008,-0.0036955492,-0.0010651898,0.6858839,0.010901388,-0.24011716,-0.0016041327
-0.0141781,-0.025146,-9.80349,-0.72773385,-0.0036948293,-0.0010629898,0.68584883,0.010928162,-0.24011691,-0.0016030798
-0.0126064,-0.00262019,-9.79624,-0.72777075,-0.0036920186,-0.0010579996,0.68580973,0.0109575605,-0.24011554,-0.0016003525
0.00736253,0.019363,-9.81027,-0.72780424,-0.003692921,-0.0010633903,0.6857742,0.010984643,-0.24011524,-0.0016024625
-0.00476838,-0.00816776,-9.81229,-0.72783816,-0.003693421,-0.0010605702,0.68573815,0.011012039,-0.24011494,-0.001601602
-0.00826157,0.0124548,-9.81429,-0.7278692,-0.0036863412,-0.0010618103,0.68570524,0.011037284,-0.24011375,-0.0015996061
-0.00124349,0.0154365,-9.79481,-0.72789687,-0.0036837093,-0.0010630098,0.6856759,0.011060179,-0.24011365,-0.0015990951
0.0168723,-0.0129967,-9.81822,-0.727926,-0.00368112,-0.00105972,0.685645,0.011084076,-0.24011351,-0.0015970458
-0.00607566,0.023617,-9.80089,-0.727959,-0.00367791,-0.00105989,0.68561,0.011110576,-0.24011225,-0.0015959725
-0.0114809,0.0184476,-9.81399,-0.7279886,-0.003670658,-0.0010596594,0.6855786,0.0111346925,-0.24011211,-0.0015934209
-0.0097896,0.0044414,-9.8327,-0.7280182,-0.003664441,-0.0010597303,0.6855472,0.011158732,-0.24011096,-0.0015913134
0.00510268,-0.022494,-9.78042,-0.7280478,-0.003664079,-0.0010557397,0.68551576,0.011182772,-0.24011081,-0.0015897669
0.00575618,0.0181859,-9.81724,-0.7280813,-0.0036616912,-0.0010526103,0.68548024,0.011209494,-0.24011053,-0.001587836
0.00708531,0.00701843,-9.82527,-0.72810936,-0.0036682119,-0.0010604005,0.6854503,0.011232362,-0.24010938,-0.0015926565
0.00417282,0.00736783,-9.78345,-0.7281404,-0.0036694119,-0.0010644105,0.68541735,0.01125728,-0.24010916,-0.0015943954
0.00829893,0.00289559,-9.81878,-0.7281734,-0.0036695118,-0.0010647005,0.68538237,0.011283445,-0.2401079,-0.0015944723
0.00909915,0.0232009,-9.80265,-0.7282039,-0.0036627597,-0.0010646099,0.68534994,0.011307912,-0.24010772,-0.0015921379
-0.0220207,-0.00117651,-9.79785,-0.728232,-0.00366531,-0.00106096,0.68532,0.01133068,-0.24010761,-0.0015916857
-0.00511071,-0.0078288,-9.82114,-0.72826403,-0.0036635601,-0.00105543,0.68528605,0.011356076,-0.24010639,-0.0015891348
-0.00831753,0.00528343,-9.8171,-0.72829604,-0.0036620202,-0.0010554901,0.685252,0.0113815,-0.24010615,-0.0015885927
-0.0232498,0.00680896,-9.81153,-0.7283251,-0.0036564707,-0.0010601302,0.68522114,0.011404879,-0.240106,-0.001588298
0.0139216,-0.00687906,-9.79986,-0.7283547,-0.0036485286,-0.0010671696,0.6851897,0.011428501,-0.24010484,-0.0015880265
-0.022442,-0.000945605,-9.80097,-0.7283901,-0.0036494306,-0.0010686802,0.6851521,0.011456295,-0.24010447,-0.0015887977
0.00550773,0.00812165,-9.8388,-0.7284206,-0.003649638,-0.0010630694,0.6851196,0.011480626,-0.24010329,-0.0015868747
-0.00349366,0.00992622,-9.81377,-0.7284492,-0.0036471114,-0.0010650303,0.68508923,0.011503672,-0.24010314,-0.0015866648
0.001716,-0.000963727,-9.82124,-0.7284788,-0.003643799,-0.0010648497,0.6850578,0.011527407,-0.24010298,-0.0015854508
0.0102105,0.0144452,-9.78677,-0.7285069,-0.0036415297,-0.0010623599,0.68502796,0.011550104,-0.24010186,-0.0015837819
-0.0142984,0.00367522,-9.82315,-0.728538,-0.0036373897,-0.00104962,0.684995,0.011574933,-0.24010165,-0.0015779462
-0.000463227,0.00883002,-9.80284,-0.72856706,-0.0036325902,-0.00104988,0.68496406,0.011598435,-0.24010149,-0.0015763878
0.000712658,0.00850431,-9.80715,-0.72859806,-0.0036297604,-0.0010566601,0.68493104,0.011623284,-0.24010023,-0.0015777327
0.00785628,0.00166289,-9.80507,-0.72862566,-0.0036335583,-0.0010588095,0.68490165,0.01164587,-0.24010009,-0.0015797006
-0.000695423,-0.00012808,-9.80273,-0.7286552,-0.003629811,-0.0010689703,0.68487024,0.011669797,-0.24009888,-0.0015819104
0.0125157,-0.00756173,-9.81695,-0.7286863,-0.0036261913,-0.0010733703,0.6848372,0.011694866,-0.24009861,-0.0015821749
0.00643715,0.0125316,-9.80454,-0.7287192,-0.003626151,-0.0010788402,0.6848022,0.011721338,-0.24009827,-0.0015840023
-0.00701219,0.0216656,-9.80351,-0.72875214,-0.0036278907,-0.0010751802,0.6847671,0.011747817,-0.24009693,-0.0015832589
0.0129749,0.0219014,-9.80816,-0.7287802,-0.003627001,-0.0010776503,0.6847372,0.011770985,-0.24009675,-0.0015837708
0.0169092,0.00420772,-9.80869,-0.7288107,-0.0036266188,-0.0010806196,0.6847047,0.011795798,-0.24009548,-0.0015846152
-0.0108806,0.00200425,-9.82585,-0.7288417,-0.0036249687,-0.0010849696,0.68467176,0.01182104,-0.24009518,-0.0015855201
-0.00362507,-0.0109392,-9.81796,-0.7288708,-0.003628059,-0.0010829697,0.6846408,0.0118449265,-0.24009496,-0.0015858131
-0.000131501,-0.0237167,-9.81673,-0.7288979,-0.0036306495,-0.0010814898,0.6846119,0.011867392,-0.2400938,-0.0015861152
-0.000606878,0.015614,-9.79331,-0.7289299,-0.0036221195,-0.0010872799,0.6845779,0.01189326,-0.24009348,-0.0015852221
0.000112609,0.0231785,-9.82173,-0.7289599,-0.0036187596,-0.0010845099,0.68454593,0.011917693,-0.24009225,-0.001583089
-0.00305645,0.00477279,-9.82501,-0.728989,-0.00361996,-0.00108031,0.684515,0.011941478,-0.24009202,-0.001581991
-0.0093054,-0.0138616,-9.80037,-0.72901267,-0.0036540283,-0.0010300896,0.68448967,0.011961549,-0.24009202,-0.0015759394
0.0115108,0.0158734,-9.80992,-0.7290412,-0.0036590712,-0.0010249204,0.6844592,0.011984848,-0.24009082,-0.0015757814
-0.00768888,0.0213994,-9.82692,-0.72907174,-0.0036619287,-0.0010154797,0.6844267,0.012009497,-0.24009056,-0.0015734197
0.000546401,-0.0116323,-9.79579,-0.72910076,-0.003662099,-0.0010138497,0.6843958,0.0120330155,-0.24008934,-0.001572861
0.00481508,-0.000244554,-9.79912,-0.72912693,-0.0036678696,-0.0010139999,0.6843679,0.012054529,-0.24008922,-0.0015747978
0.0150155,-0.0198728,-9.815,-0.7291569,-0.0036762396,-0.0010171299,0.68433595,0.012078731,-0.24008894,-0.0015786282
-0.00326362,0.0087853,-9.81246,-0.7291879,-0.0036744894,-0.0010211898,0.6843029,0.012103491,-0.24008764,-0.0015793971
0.00683555,-0.0136591,-9.80284,-0.72921747,-0.0036769523,-0.0010154906,0.6842714,0.0121273,-0.2400874,-0.001578201
-0.00269395,0.00320749,-9.80951,-0.729247,-0.0036746098,-0.0010154899,0.68424,0.012151002,-0.24008618,-0.0015773687
0.0186989,0.0156608,-9.79658,-0.7292687,-0.0036792785,-0.0010129596,0.68421674,0.012169331,-0.24008621,-0.001578016
0.0238969,0.00651,-9.79509,-0.72929394,-0.0036756396,-0.0010114299,0.6841899,0.012190042,-0.24008614,-0.0015762341
0.00550186,-0.00601002,-9.80523,-0.7293259,-0.0036702794,-0.0010150399,0.6841559,0.012215435,-0.24008481,-0.0015756424
0.003264,0.00179146,-9.81609,-0.72935396,-0.0036658298,-0.0010158799,0.68412596,0.012238179,-0.24008462,-0.001574407
0.000270417,0.0220949,-9.80633,-0.7293777,-0.0036647483,-0.0010171195,0.6841007,0.0122578,-0.24008358,-0.0015744326
0.0099177,-0.00576093,-9.83229,-0.72940964,-0.0036636482,-0.0010165295,0.68406665,0.012283256,-0.24008325,-0.0015738133
0.010027,-0.0014342,-9.82304,-0.72943914,-0.0036708408,-0.0010169402,0.6840351,0.012306966,-0.24008198,-0.0015763025
0.00768578,0.00445591,-9.81753,-0.7294691,-0.0036724906,-0.0010102101,0.6840031,0.012331062,-0.24008171,-0.0015744756
0.00192376,-0.000392644,-9.80041,-0.7294967,-0.0036689285,-0.0010131296,0.6839737,0.012353427,-0.24008152,-0.001574257
0.0192355,-0.00913146,-9.80785,-0.72952473,-0.0036771188,-0.0010125897,0.68394375,0.012376079,-0.24008031,-0.0015767509
-0.00216517,-0.00213117,-9.81689,-0.72955334,-0.0036772017,-0.0010103105,0.6839133,0.012399114,-0.24008009,-0.0015759452
0.00309204,0.0210051,-9.81492,-0.72958624,-0.003679231,-0.0010043803,0.6838782,0.012425112,-0.24007872,-0.0015745108
-0.0112273,-0.00165112,-9.81469,-0.72961575,-0.0036734587,-0.0010024697,0.6838468,0.012448743,-0.24007846,-0.00157188
0.0146923,0.0199512,-9.81592,-0.72964185,-0.0036730794,-0.0009974028,0.6838189,0.012469936,-0.24007735,-0.0015699513
-0.0133244,0.0234238,-9.81587,-0.7296675,-0.0036684775,-0.0009930923,0.6837915,0.0124908155,-0.24007724,-0.0015668847
-0.00988667,0.00721718,-9.80066,-0.729698,-0.00367394,-0.000994754,0.683759,0.012515115,-0.24007693,-0.0015692353
-0.00209323,-0.0129406,-9.82196,-0.7297294,-0.0036796622,-0.0009932716,0.6837254,0.01254,-0.24007559,-0.001570575
-0.0185644,-0.022145,-9.81427,-0.729757,-0.00367731,-0.000990932,0.683696,0.01256218,-0.24007541,-0.0015689387
-0.00647709,0.000358353,-9.81213,-0.7297841,-0.0036769204,-0.0009936431,0.68366706,0.012583957,-0.24007422,-0.0015697014
0.0111558,0.00914578,-9.81375,-0.72981215,-0.0036804706,-0.0009944082,0.68363714,0.012606476,-0.240074,-0.0015711073
0.0119856,0.00393219,-9.82669,-0.7298373,-0.0036867014,-0.0009902393,0.68361026,0.0126269655,-0.24007387,-0.0015716999
0.00256516,-0.00421019,-9.81717,-0.72986484,-0.003688439,-0.0009915498,0.6835808,0.012649045,-0.24007268,-0.0015726849
0.00141781,-0.0143511,-9.81877,-0.7298919,-0.0036884795,-0.0009982368,0.6835519,0.012670867,-0.24007247,-0.0015749757
0.026123,-0.00689415,-9.82377,-0.7299219,-0.0036874595,-0.0010019598,0.6835199,0.012694659,-0.24007118,-0.001575875
-0.00166061,-0.00565746,-9.81548,-0.7299543,-0.0036906314,-0.0009997254,0.68348527,0.012720243,-0.24007079,-0.0015761083
0.0169565,-0.00954441,-9.81926,-0.7299857,-0.0036880986,-0.0010005696,0.6834517,0.01274506,-0.24006945,-0.0015755035
0.0110021,0.00617508,-9.80265,-0.7300152,-0.0036924412,-0.0009980283,0.6834202,0.012768651,-0.24006915,-0.0015760235
-0.00668095,-0.00185043,-9.80676,-0.7300423,-0.0036956214,-0.0010012604,0.6833913,0.01279055,-0.24006894,-0.0015781616
0.0121399,-0.000953562,-9.81799,-0.73007077,-0.003692739,-0.0010005197,0.6833608,0.0128134005,-0.24006769,-0.0015768942
0.0167583,-0.0194453,-9.8087,-0.7300969,-0.0036968894,-0.0009986989,0.6833329,0.012834675,-0.24006751,-0.0015776037
-0.00758938,-0.0223094,-9.80681,-0.7301211,-0.0036950505,-0.0009937221,0.68330705,0.012854546,-0.24006642,-0.0015752198
-0.00375766,0.003858,-9.80958,-0.73014814,-0.0036945108,-0.0009963292,0.68327814,0.012876558,-0.24006622,-0.0015759013
0.00351681,-0.0113336,-9.82872,-0.73017377,-0.0036972787,-0.0009934896,0.6832508,0.012897514,-0.24006505,-0.0015757901
0.00335179,0.0128819,-9.79471,-0.7301994,-0.0036942821,-0.0009869186,0.68322337,0.01291859,-0.2400649,-0.0015724711
-0.000807591,0.00771945,-9.82547,-0.73022985,-0.0036933392,-0.0009870428,0.6831909,0.012943076,-0.24006455,-0.0015721516
-0.0110124,0.00981602,-9.82305,-0.7302589,-0.0036892693,-0.0009863318,0.6831599,0.012966524,-0.24006325,-0.0015704964
0.0278323,-0.00275885,-9.82157,-0.7302888,-0.0036891191,-0.0009868748,0.6831278,0.012990763,-0.2400629,-0.0015705862
0.00708071,-0.00303092,-9.80763,-0.73031497,-0.0036802497,-0.000994189,0.6830999,0.013012254,-0.2400617,-0.0015701217
-0.00317558,0.00411867,-9.81319,-0.7303449,-0.0036800795,-0.0009945199,0.6830679,0.013036593,-0.24006134,-0.001570131
-0.00711661,-0.00969366,-9.82306,-0.730372,-0.0036776299,-0.000995075,0.683039,0.013058865,-0.24006009,-0.0015694568
-0.00240985,-0.0149523,-9.80348,-0.7304,-0.0036798602,-0.000991196,0.683009,0.013081933,-0.24005981,-0.0015688062
-0.0197374,-0.00313927,-9.80829,-0.7303898,-0.003716209,-0.0009289177,0.6830198,0.013078298,-0.24006101,-0.0015592969
0.0285246,-0.0100582,-9.80585,-0.7304188,-0.003711739,-0.00093246775,0.6829888,0.013102043,-0.24005969,-0.0015589845
-0.00788816,0.0208524,-9.81811,-0.73044395,-0.0037113796,-0.00092875795,0.68296194,0.013123181,-0.2400595,-0.0015575325
0.0118784,-0.00897987,-9.81616,-0.73047197,-0.00370792,-0.00092541496,0.68293196,0.0131462915,-0.24005821,-0.0015551654
-0.00470686,-0.00141433,-9.82553,-0.7304981,-0.0037098303,-0.0009253371,0.68290406,0.013168129,-0.24005796,-0.0015557277
-0.00416053,-0.00350825,-9.79446,-0.73052806,-0.0037075202,-0.000918582,0.68287206,0.013192601,-0.2400566,-0.001552556
-0.00340317,-0.0157197,-9.81597,-0.7305526,-0.0037143582,-0.00091874955,0.68284565,0.013213398,-0.2400564,-0.0015548451
-0.0239721,-0.0394347,-9.80598,-0.7305841,-0.0037127403,-0.0009174681,0.68281204,0.013238877,-0.24005497,-0.0015538018
0.0104547,0.0107804,-9.79351,-0.73061305,-0.0037099703,-0.0009156231,0.68278104,0.013262674,-0.24005462,-0.0015521899
0.0115842,0.00692588,-9.80018,-0.73063767,-0.0037108283,-0.0009115346,0.6827547,0.013283383,-0.24005444,-0.0015510126
0.0125288,0.0136508,-9.78631,-0.7306686,-0.003712158,-0.0009087505,0.6827216,0.013308407,-0.24005301,-0.0015504298
-0.0100337,-0.0104309,-9.80678,-0.73069423,-0.0037133112,-0.00090942223,0.6826942,0.013329736,-0.24005279,-0.0015510026
0.00712705,0.0151071,-9.83211,-0.73072076,-0.0037112888,-0.0009040537,0.68266577,0.01335162,-0.24005155,-0.0015484144
-0.00719102,-0.00528274,-9.80545,-0.73074687,-0.0037102492,-0.00090493483,0.6826379,0.013373204,-0.24005131,-0.0015483305
-0.00177742,0.0137526,-9.80643,-0.730771,-0.00371135,-0.000908254,0.682612,0.013393334,-0.24005014,-0.001549802
0.0189204,0.00853829,-9.83693,-0.7307976,-0.0037067777,-0.00091070746,0.6825836,0.0134151885,-0.24004988,-0.0015490894
-0.0119907,-0.000530988,-9.79904,-0.7308241,-0.0037097407,-0.00091336516,0.68255514,0.013436981,-0.24004862,-0.0015509474
0.00958563,-0.00448394,-9.79794,-0.7308507,-0.0037122783,-0.0009132586,0.6825267,0.013458818,-0.24004835,-0.0015517103
-0.00142967,0.00914168,-9.81796,-0.7308787,-0.0037087784,-0.0009145016,0.6824967,0.013481665,-0.24004804,-0.0015509323
0.014026,0.00692953,-9.80401,-0.73090523,-0.0037090213,-0.00091106835,0.68246824,0.013503445,-0.24004678,-0.0015497699
-0.0043359,-0.0124824,-9.80713,-0.7309299,-0.0037073693,-0.00090202887,0.6824419,0.013523913,-0.24004662,-0.0015460389
0.000515278,-0.00076142,-9.81693,-0.73095405,-0.0037063903,-0.000904211,0.682416,0.013544001,-0.24004544,-0.001546424
0.0085359,0.00738182,-9.80576,-0.73097867,-0.0036998084,-0.0009032456,0.6823897,0.013564507,-0.24004526,-0.0015438587
