timestamp,roll,pitch,heading,heave,roll_rate,pitch_rate,yaw_rate,velocity_north,velocity_east,velocity_down
2025-09-22T08:06:14.380000Z,0.1,2.01,78.1,-0.15,2.84,-2.7,-2.31,-0.06056280849630309,0.6143548910710162,-0.1
2025-09-22T08:06:14.680000Z,-0.07,1.56,77.57,-0.17,-2.11,-0.18,-1.32,0.014714498856614997,0.5656970609592724,-0.01
2025-09-22T08:06:14.980000Z,-0.72,2.09,77.2,-0.15,-1.37,2.54,-1.52,0.008592325537229058,0.5658231642451751,0.1
2025-09-22T08:06:15.280000Z,-0.72,2.49,76.29,-0.13,0.74,0.0,-4.13,-0.09550779596333231,0.6099000302230412,0.01
2025-09-22T08:06:15.580000Z,-0.64,1.89,74.95,-0.15,0.01,-2.79,-3.92,-0.06602882004325493,0.6137914799665563,-0.13
2025-09-22T08:06:15.880000Z,-0.78,1.2,74.39,-0.18,-0.3,-1.37,-0.81,0.05689179686203135,0.5630213181615501,-0.08
2025-09-22T08:06:16.180000Z,-0.4,1.47,73.98,-0.18,2.49,2.49,-2.3,-0.031340287798216515,0.6165367566630273,0.11
2025-09-22T08:06:16.480000Z,0.23,2.42,73.03,-0.12,1.22,3.03,-3.31,-0.07170363573809631,0.6131544459414596,0.16
2025-09-22T08:06:16.780000Z,-0.42,2.86,72.29,-0.09,-4.37,0.2,-1.72,0.03503955683773779,0.5648025413462434,0.03
2025-09-22T08:06:17.080000Z,-1.89,2.47,72.0,-0.1,-3.58,-2.03,-0.88,0.0881825306888942,0.50682982392249,-0.1
2025-09-22T08:06:17.380000Z,-1.47,1.8,71.46,-0.13,5.36,-2.03,-2.85,-0.02046612845748419,0.514036736743554,-0.12
2025-09-22T08:06:17.680000Z,0.74,1.38,70.41,-0.15,6.92,-0.79,-3.57,-0.0757233513310655,0.5607991220729149,-0.03
2025-09-22T08:06:17.980000Z,1.03,1.45,69.59,-0.14,-3.66,0.85,-2.21,0.018223032368558024,0.5141211435326255,0.08
2025-09-22T08:06:18.280000Z,-1.1,1.87,69.05,-0.11,-7.87,1.67,-1.78,0.050647712595624526,0.5119447610287959,0.08
2025-09-22T08:06:18.580000Z,-2.23,2.38,68.39,-0.09,0.52,1.68,-2.39,-0.00908609606284908,0.5658154505780987,0.03
2025-09-22T08:06:18.880000Z,-0.54,2.61,67.58,-0.09,7.61,-0.06,-2.7,-0.03158529284454554,0.513473464175048,-0.02
2025-09-22T08:06:19.180000Z,0.77,2.15,66.93,-0.1,0.69,-2.36,-1.6,0.044054787700618825,0.46089891004515665,-0.04
2025-09-22T08:06:19.480000Z,-0.37,1.56,66.6,-0.1,-5.67,-1.08,-0.99,0.09420693251858499,0.4533141112579651,-0.0
2025-09-22T08:06:19.780000Z,-1.68,1.78,66.01,-0.09,-2.01,1.7,-2.8,-0.008798737751653808,0.5143687503629839,0.04
2025-09-22T08:06:20.080000Z,-1.06,2.12,64.97,-0.09,4.69,0.34,-3.5,-0.039467643705673114,0.5129278060666258,-0.02
2025-09-22T08:06:20.380000Z,0.33,1.86,64.16,-0.1,3.55,-1.19,-1.96,0.02513047097273442,0.5138298245184767,-0.05
2025-09-22T08:06:20.680000Z,0.28,1.74,63.78,-0.1,-2.66,0.4,-1.28,0.059071315906797255,0.45921586344245485,0.03
2025-09-22T08:06:20.980000Z,-0.86,2.13,63.12,-0.08,-3.5,1.66,-2.89,0.01938948833345177,0.5140784734631153,0.11
2025-09-22T08:06:21.280000Z,-1.53,2.46,62.18,-0.05,-0.95,0.56,-2.85,0.007353280226658116,0.4629412045498523,0.06
2025-09-22T08:06:21.580000Z,-1.12,2.27,61.67,-0.05,3.12,-1.28,-0.96,0.05022725575820261,0.4084787698596343,-0.08
2025-09-22T08:06:21.880000Z,0.23,1.7,61.29,-0.09,4.66,-2.1,-2.08,0.0015353620025425688,0.4629970542710624,-0.13
