timestamp,roll,pitch,heading,heave,roll_rate,pitch_rate,yaw_rate,velocity_north,velocity_east,velocity_down
2025-09-22T07:51:38.980000Z,-1.4,2.13,25.11,0.0,-3.66,-3.9,-0.71,0.370689892507271,0.2774123883194618,-0.1
2025-09-22T07:51:39.280000Z,-1.28,1.2,24.57,-0.02,3.46,-1.45,-2.33,0.31422512924624607,0.34004587594961355,-0.03
2025-09-22T07:51:39.580000Z,0.17,1.6,24.0,-0.0,4.05,2.77,-1.32,0.3445079938601303,0.30932648086872294,0.08
2025-09-22T07:51:39.880000Z,0.0,2.36,23.88,0.02,-3.54,1.58,-0.06,0.3891382205420338,0.2508786059303174,0.03
2025-09-22T07:51:40.180000Z,-1.34,2.11,23.64,0.01,-3.39,-2.4,-1.56,0.37300090176557893,0.274297205385372,-0.07
2025-09-22T07:51:40.480000Z,-1.26,1.42,23.17,-0.0,2.69,-1.41,-1.37,0.3439675928631989,0.309927289311633,-0.01
2025-09-22T07:51:40.780000Z,-0.04,1.63,22.94,0.01,3.91,1.85,-0.64,0.3505939907194914,0.3024111163160859,0.08
2025-09-22T07:51:41.080000Z,0.32,2.12,22.67,0.03,-1.17,1.01,-1.15,0.32346790614950044,0.2544527389090123,0.01
2025-09-22T07:51:41.380000Z,-0.77,2.1,22.26,0.02,-4.4,-0.72,-1.48,0.3283364501231845,0.2481387881157349,-0.05
2025-09-22T07:51:41.680000Z,-1.7,1.74,21.96,0.01,-1.32,-1.21,-0.55,0.3280330464371595,0.2485397414744699,-0.02
2025-09-22T07:51:41.980000Z,-1.0,1.65,21.85,0.02,4.56,0.51,-0.55,0.31397301556999113,0.266080116019454,0.06
2025-09-22T07:51:42.280000Z,0.4,1.93,21.56,0.03,3.5,0.83,-1.04,0.33168397538644434,0.24364610220334856,0.03
2025-09-22T07:51:42.580000Z,0.23,1.94,21.34,0.03,-3.56,-0.54,-0.59,0.33896986465166745,0.23340332796485624,-0.05
2025-09-22T07:51:42.880000Z,-1.29,1.71,21.05,0.02,-4.47,-0.53,-1.3,0.3089495036396643,0.2718968312574552,-0.01
2025-09-22T07:51:43.180000Z,-1.61,1.76,20.66,0.03,1.56,0.68,-1.03,0.3176117943599146,0.26172586943310616,0.06
2025-09-22T07:51:43.480000Z,-0.41,2.01,20.53,0.04,4.69,0.65,-0.16,0.29620599575541035,0.20479696373527081,0.02
2025-09-22T07:51:43.780000Z,0.38,1.9,20.47,0.03,0.49,-1.03,-0.27,0.29221983066595714,0.21044561967928757,-0.06
2025-09-22T07:51:44.080000Z,-0.4,1.61,20.28,0.02,-3.87,-0.53,-0.92,0.2815123685433756,0.22456752800380264,-0.01
2025-09-22T07:51:44.380000Z,-1.26,1.69,19.89,0.03,-1.56,0.92,-1.21,0.3266835222223155,0.2503109245627564,0.08
2025-09-22T07:51:44.680000Z,-1.15,2.04,19.77,0.05,1.52,0.96,0.12,0.28996280079554704,0.21354475510169268,0.04
2025-09-22T07:51:44.980000Z,-0.45,2.0,19.76,0.05,2.65,-1.03,-0.48,0.2792247069417723,0.22740569761974166,-0.07
2025-09-22T07:51:45.280000Z,0.02,1.58,19.51,0.03,0.24,-1.11,-0.81,0.291409625313962,0.21156610917397975,-0.05
2025-09-22T07:51:45.580000Z,-0.57,1.65,19.4,0.04,-2.91,1.12,-0.11,0.2988262598980311,0.2009543596740175,0.08
2025-09-22T07:51:45.880000Z,-1.2,2.05,19.39,0.06,-0.87,1.11,-0.06,0.2904465716909082,0.21288630127285812,0.06
2025-09-22T07:51:46.180000Z,-0.83,2.08,19.16,0.06,2.51,-0.63,-1.36,0.2637110250118306,0.2452270041489103,-0.05
2025-09-22T07:51:46.480000Z,-0.16,1.7,18.75,0.04,0.86,-1.34,-0.93,0.26878883571380424,0.2396504748008181,-0.07
2025-09-22T07:51:46.780000Z,-0.59,1.56,18.82,0.03,-2.07,0.24,0.74,0.3120221101860733,0.17978317783282718,0.04
2025-09-22T07:51:47.080000Z,-0.8,1.88,18.79,0.05,0.56,1.46,-0.92,0.2813162892384552,0.2248131083494595,0.09
2025-09-22T07:51:47.380000Z,-0.5,2.18,18.36,0.07,0.76,0.29,-1.43,0.25253944721047156,0.25671699569617407,0.01
