timestamp,roll,pitch,heading,heave,roll_rate,pitch_rate,yaw_rate,velocity_north,velocity_east,velocity_down
2025-09-22T07:01:09.580000Z,-0.84,1.77,19.33,0.0,0.41,-0.1,-0.61,-0.03216523330959654,0.04014877404727598,0.01
2025-09-22T07:01:09.880000Z,-0.42,1.77,19.25,0.01,1.58,0.11,-0.02,-0.0,-0.0,0.01
2025-09-22T07:01:10.180000Z,-0.34,1.86,19.25,0.01,-0.92,0.38,-0.16,-0.0,-0.0,0.0
2025-09-22T07:01:10.480000Z,-0.79,1.91,19.13,0.01,-1.19,-0.14,-0.42,-0.037538211316894964,0.03517682450830573,-0.0
2025-09-22T07:01:10.780000Z,-0.69,1.75,19.06,0.0,1.23,-0.62,-0.1,-0.0,0.0,-0.02
2025-09-22T07:01:11.080000Z,-0.39,1.68,19.1,-0.0,0.32,0.14,0.24,-0.0,-0.0,-0.01
2025-09-22T07:01:11.380000Z,-0.63,1.84,19.16,0.0,-1.2,0.66,0.04,-0.0,0.0,0.02
2025-09-22T07:01:11.680000Z,-0.7,1.94,19.06,0.01,0.63,-0.0,-0.51,-0.0,0.0,0.02
2025-09-22T07:01:11.980000Z,-0.41,1.82,18.93,0.01,0.6,-0.51,-0.32,-0.0,0.0,-0.02
2025-09-22T07:01:12.280000Z,-0.61,1.72,18.9,-0.0,-1.39,-0.12,0.04,-0.0,0.0,-0.03
2025-09-22T07:01:12.580000Z,-0.85,1.77,18.89,-0.0,0.21,0.24,-0.14,-0.0,0.0,0.01
2025-09-22T07:01:12.880000Z,-0.36,1.81,18.8,0.0,1.96,0.06,-0.32,-0.0,0.0,0.03
2025-09-22T07:01:13.180000Z,-0.3,1.8,18.78,0.01,-1.41,-0.05,0.17,0.0,-0.0,-0.01
2025-09-22T07:01:13.480000Z,-0.99,1.8,18.85,0.0,-2.1,0.0,0.16,0.0,-0.0,-0.03
2025-09-22T07:01:13.780000Z,-0.9,1.78,18.85,-0.0,2.13,-0.12,-0.11,0.0,0.0,0.0
2025-09-22T07:01:14.080000Z,-0.1,1.77,18.84,0.0,1.94,0.08,0.08,0.0,0.0,0.04
2025-09-22T07:01:14.380000Z,-0.23,1.83,18.86,0.01,-1.96,0.22,0.03,0.0,0.0,0.0
2025-09-22T07:01:14.680000Z,-0.96,1.85,18.8,0.0,-2.02,-0.12,-0.33,0.0,0.0,-0.03
2025-09-22T07:01:14.980000Z,-0.99,1.74,18.69,-0.0,1.23,-0.41,-0.29,0.012967556893202033,0.04978321764994272,-0.01
2025-09-22T07:01:15.280000Z,-0.44,1.7,18.71,0.0,1.82,0.17,0.36,0.0,0.0,0.03
2025-09-22T07:01:15.580000Z,-0.19,1.85,18.83,0.01,-0.07,0.59,0.36,0.0,-0.0,0.02
2025-09-22T07:01:15.880000Z,-0.57,1.93,18.91,0.01,-1.84,-0.1,0.22,0.0,-0.0,-0.02
2025-09-22T07:01:16.180000Z,-0.98,1.76,19.04,-0.0,-0.57,-0.79,0.6,0.0,0.0,-0.02
2025-09-22T07:01:16.480000Z,-0.77,1.6,19.18,-0.0,1.29,-0.11,0.27,0.040775294748060596,0.03136720627612191,0.01
2025-09-22T07:01:16.780000Z,-0.44,1.77,19.13,0.0,0.57,0.83,-0.48,0.04075338637208096,0.03139566515568489,0.02
2025-09-22T07:01:17.080000Z,-0.52,1.99,19.0,0.01,-0.57,0.47,-0.17,0.0,0.0,0.0
2025-09-22T07:01:17.380000Z,-0.48,1.93,19.16,0.01,0.81,-0.56,0.98,0.0,-0.0,-0.01
2025-09-22T07:01:17.680000Z,-0.37,1.64,19.35,-0.0,-0.5,-0.93,0.16,0.0,-0.0,-0.02
2025-09-22T07:01:17.980000Z,-0.81,1.54,19.37,-0.01,-1.65,0.17,0.3,0.0491833800067197,-0.015083813260399545,-0.01
2025-09-22T07:01:18.280000Z,-1.12,1.74,19.46,-0.0,-0.3,0.79,0.13,0.04633978056896434,0.022341688122884423,0.03
2025-09-22T07:01:18.580000Z,-0.8,1.94,19.45,0.01,1.87,0.74,0.02,0.04896247546698748,0.015786142261637243,0.03
2025-09-22T07:01:18.880000Z,-0.66,1.98,19.49,0.01,-1.11,-0.52,0.24,0.03607066254229941,-0.03668015260491099,-0.02
2025-09-22T07:01:19.180000Z,-1.3,1.69,19.66,-0.0,-1.98,-0.96,0.73,0.03489411539742069,-0.037801150802475425,-0.05
2025-09-22T07:01:19.480000Z,-1.28,1.64,19.91,-0.01,1.3,0.42,0.81,0.04518448857473888,-0.024594476688868407,0.02
2025-09-22T07:01:19.780000Z,-0.84,1.94,20.08,0.01,0.96,1.2,0.55,0.045788280375588575,-0.023451218979116843,0.07
