timestamp,roll,pitch,heading,heave,roll_rate,pitch_rate,yaw_rate,velocity_north,velocity_east,velocity_down
2025-09-22T08:28:26.080000Z,0.45,2.07,26.55,0.04,-1.15,0.76,-0.96,-0.21309634264998753,0.22330448996417226,0.02
2025-09-22T08:28:26.380000Z,-0.9,2.37,26.36,0.03,-5.84,0.65,-0.27,-0.21676941040317832,0.21974068627001794,-0.06
2025-09-22T08:28:26.680000Z,-2.03,2.11,26.42,0.01,-1.28,-1.93,0.44,-0.22229782141066307,0.21414627030381114,-0.08
2025-09-22T08:28:26.980000Z,-1.09,1.45,26.57,-0.01,5.46,-1.68,0.11,-0.2181076770901393,0.2184124256614159,0.01
2025-09-22T08:28:27.280000Z,0.53,1.47,26.38,0.01,4.24,1.24,-0.93,-0.24619190623116197,0.26281045181443363,0.05
2025-09-22T08:28:27.580000Z,0.56,1.98,26.29,0.01,-2.85,1.43,0.3,-0.22188628065808627,0.2145726565634144,-0.01
2025-09-22T08:28:27.880000Z,-0.9,2.09,26.49,0.0,-5.03,-0.25,0.63,-0.22702602660716276,0.20912706599558994,-0.01
2025-09-22T08:28:28.180000Z,-1.78,1.99,26.6,0.01,-1.11,-0.16,0.21,-0.21776432671576465,0.21875475880307085,0.07
2025-09-22T08:28:28.480000Z,-1.27,2.07,26.58,0.03,3.37,0.36,-0.31,-0.2125500712454375,0.2238245154189314,0.02
2025-09-22T08:28:28.780000Z,-0.13,1.97,26.47,0.01,3.21,-0.87,-0.26,-0.217458675280019,0.21905860182704368,-0.1
2025-09-22T08:28:29.080000Z,0.08,1.56,26.44,-0.02,-1.01,-1.34,-0.02,-0.22482364513810887,0.21149296696527217,-0.07
2025-09-22T08:28:29.380000Z,-0.56,1.5,26.42,-0.01,-2.25,0.84,0.03,-0.22977993972997507,0.2060973696742611,0.1
2025-09-22T08:28:29.680000Z,-1.06,2.15,26.64,0.03,-1.29,2.66,1.37,-0.19312309617697823,0.16990181578493393,0.14
2025-09-22T08:28:29.980000Z,-1.14,2.55,27.04,0.05,0.49,-0.28,0.91,-0.1865204295157761,0.17712505937119796,-0.04
2025-09-22T08:28:30.280000Z,-0.7,1.77,27.0,0.01,1.88,-3.79,-0.93,-0.2506508451872557,0.25856129270166167,-0.17
2025-09-22T08:28:30.580000Z,-0.31,0.9,26.64,-0.03,0.93,-1.34,-1.12,-0.24049371581672305,0.26803462636253783,-0.04
2025-09-22T08:28:30.880000Z,-0.25,1.51,26.57,0.0,-0.63,4.11,0.5,-0.1803213004930672,0.1834322378222786,0.18
2025-09-22T08:28:31.180000Z,-0.86,2.91,26.95,0.06,-2.49,3.89,1.64,-0.15784236369786833,0.13202351640533538,0.15
2025-09-22T08:28:31.480000Z,-1.18,3.06,27.38,0.06,0.14,-2.18,1.11,-0.2440922821722693,0.18892830458375812,-0.11
2025-09-22T08:28:31.780000Z,-0.44,1.63,27.54,-0.0,3.66,-5.64,-0.07,-0.2693318930595767,0.23903999593704972,-0.22
2025-09-22T08:28:32.080000Z,0.53,0.47,27.22,-0.04,1.51,-1.61,-1.57,-0.25445895660516255,0.25481449660498523,-0.04
2025-09-22T08:28:32.380000Z,-0.64,1.17,26.82,-0.01,-7.2,4.6,-0.75,-0.20637794494659556,0.22952797286731733,0.2
