timestamp,N1,N2,alpha1,alpha2
2025-09-22T08:37:08.728597Z,0.000000,,,
2025-09-22T08:37:08.728597Z,0.000000,0.000000,,
2025-09-22T08:37:08.728597Z,0.000000,0.000000,0.000000,
2025-09-22T08:37:08.728597Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:08.778687Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:08.778687Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:08.778687Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:08.778687Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:08.828767Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:08.828777Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:08.828777Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:08.828777Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:08.878847Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:08.878847Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:08.878847Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:08.878847Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:08.928967Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:08.928967Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:08.928967Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:08.928967Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:08.979057Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:08.979057Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:08.979057Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:08.979057Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.029157Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.029157Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.029167Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.029167Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.079257Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.079257Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.079257Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.079257Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.129327Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.129337Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.129337Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.129337Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.179427Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.179427Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.179437Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.179437Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.229517Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.229517Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.229517Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.229517Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.279597Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.279607Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.279607Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.279607Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.329677Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.329677Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.329677Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.329677Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.379757Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.379757Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.379757Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.379757Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.429857Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.429857Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.429857Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.429857Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.479927Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.479927Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.479927Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.479927Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.530027Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.530027Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.530027Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.530027Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.580097Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.580097Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.580107Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.580107Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.630207Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.630207Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.630207Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.630207Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.680307Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.680307Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.680307Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.680307Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.730397Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.730397Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.730397Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.730397Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.780507Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.780507Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.780507Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.780517Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.830617Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.830617Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.830617Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.830637Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.880707Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.880707Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.880707Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.880707Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.930817Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.930817Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.930817Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.930817Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.980907Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.980907Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.980907Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.980907Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.980907Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.980907Z,0.000000,0.000000,0.000000,0.000000
2025-09-22T08:37:09.980907Z,0.000000,0.000000,0.000000,0.000000
