timestamp,roll,pitch,heading,heave,roll_rate,pitch_rate,yaw_rate,velocity_north,velocity_east,velocity_down
2025-09-22T07:38:37.180000Z,-0.35,1.54,43.75,0.02,0.13,-1.3,-15.01,-0.20965850555719395,0.6350639765309981,-0.06
2025-09-22T07:38:37.480000Z,-0.6,1.27,39.51,0.0,-0.43,-0.05,-13.28,-0.1652864711419283,0.5947942235876947,-0.02
2025-09-22T07:38:37.780000Z,-0.58,1.4,35.78,0.01,0.94,0.76,-12.01,-0.10399885314330243,0.556249871729817,0.04
2025-09-22T07:38:38.080000Z,-0.29,1.54,32.3,0.02,1.01,0.26,-11.22,-0.06612070738696535,0.5620122181138123,0.03
2025-09-22T07:38:38.380000Z,-0.32,1.6,29.25,0.02,-0.49,0.33,-9.44,-0.022350029814005246,0.5139582719475513,-0.02
2025-09-22T07:38:38.680000Z,-0.7,1.63,26.53,0.01,-1.26,-0.03,-9.01,-0.0053871465078979275,0.5144157927090716,-0.02
2025-09-22T07:38:38.980000Z,-0.83,1.6,23.95,0.02,1.1,0.38,-7.9,0.015270069851186646,0.4627477223789436,0.05
2025-09-22T07:38:39.280000Z,-0.32,1.72,21.91,0.04,1.94,0.28,-6.17,0.03445252825437988,0.35845893987111155,0.05
2025-09-22T07:38:39.580000Z,-0.08,1.57,20.23,0.03,0.06,-0.87,-5.42,0.05017997548940365,0.35659747382240786,-0.06
2025-09-22T07:38:39.880000Z,-0.33,1.43,18.63,0.01,-0.94,-0.07,-5.14,0.05881544292360041,0.355275290374015,-0.05
2025-09-22T07:38:40.180000Z,-0.55,1.51,17.23,0.01,-0.22,0.4,-4.34,0.054819164874587205,0.30375945360006956,0.04
2025-09-22T07:38:40.480000Z,-0.43,1.52,16.0,0.03,1.01,-0.12,-3.94,0.05598511046821695,0.3035467244014034,0.06
2025-09-22T07:38:40.780000Z,-0.15,1.54,15.01,0.04,0.75,0.25,-2.64,0.06865306349696568,0.24789093197711287,-0.0
2025-09-22T07:38:41.080000Z,-0.21,1.58,14.41,0.03,-0.83,-0.13,-1.95,0.08200080136856072,0.24380120151244916,-0.06
2025-09-22T07:38:41.380000Z,-0.62,1.42,13.63,0.01,-1.42,-0.57,-3.06,0.05851830733868129,0.25047707477974035,-0.01
2025-09-22T07:38:41.680000Z,-0.88,1.39,12.84,0.03,-0.13,0.31,-1.87,0.06757078516418162,0.2481881267834866,0.08
2025-09-22T07:38:41.980000Z,-0.51,1.59,12.7,0.05,2.25,0.81,0.14,0.09094867732800509,0.1845880785805151,0.05
2025-09-22T07:38:42.280000Z,0.23,1.68,12.58,0.05,1.85,-0.22,-1.0,0.08142738893931471,0.18898148319950708,-0.05
2025-09-22T07:38:42.580000Z,-0.04,1.51,12.14,0.03,-2.86,-0.62,-1.5,0.0546801251433947,0.19837969799367752,-0.06
2025-09-22T07:38:42.880000Z,-1.13,1.44,11.91,0.02,-2.78,0.14,-0.17,0.05988872392312141,0.1968699098608524,0.04
2025-09-22T07:38:43.180000Z,-0.99,1.57,12.03,0.04,2.38,0.48,0.58,0.06605290080420667,0.13948387332444434,0.07
